cell,domain,s,reuse,pattern,breadth,realized_selectivity,union_share,n_queries,A,B,C,CBO,D,O,D_plus,optimal,regret_D,regret_CBO,regret_D_plus,regret_C,regret_A,regret_B,C_over_A,C_over_B,D_over_CBO,D_over_O,A_over_O,B_over_O,union_rows,semantic_rows_A,semantic_rows_B,semantic_rows_C,semantic_rows_D,tokens_A,tokens_D,switches_D,plan_hist_D,p95_A,p95_D
ecom|s50|r100|PRED_SHARED|c2,ecom,50,100,PRED_SHARED,2,0.4952,0.4952,100,5.202216,256.496,2.580803,5.145683,7.767096,2.580803,5.202216,C,2.00957,0.99383,1.01574,0.0,1.01574,98.38611,0.4961,0.0101,1.5094,3.0096,2.0157,99.3861,9904,20000,990400,9904,29904,2011724,3008260,3,"{""EAGER"": 1, ""LATE_PERSIST"": 98, ""PER_QUERY"": 1}",13.4,13.4
ecom|s50|r100|PRED_SHARED|c4,ecom,50,100,PRED_SHARED,4,0.4952,0.4952,100,9.73928,480.4468,4.828234,9.632622,14.543668,4.828234,9.73928,C,2.01221,0.99506,1.01715,0.0,1.01715,98.50776,0.4957,0.01,1.5098,3.0122,2.0172,99.5078,19808,40000,1980800,19808,59808,3727256,5573662,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s50|r100|PRED_DISTINCT|c1,ecom,50,100,PRED_DISTINCT,1,0.49982,1.0,100,2.603684,129.346774,2.603684,3.933862,3.933862,2.603684,2.603684,A,0.51088,0.51088,0.0,0.0,0.0,48.67837,1.0,0.0201,1.0,1.5109,1.0,49.6784,10000,10000,499819,10000,15140,1058958,1603278,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7144.25
ecom|s50|r100|PRED_DISTINCT|c2,ecom,50,100,PRED_DISTINCT,2,0.49982,1.0,100,5.202216,258.827481,5.202216,7.86392,7.86392,5.202216,5.202216,A,0.51165,0.51165,0.0,0.0,0.0,48.75331,1.0,0.0201,1.0,1.5116,1.0,49.7533,20000,20000,999638,20000,30280,2011724,3045762,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,14567.9
ecom|s50|r100|PRED_DISTINCT|c4,ecom,50,100,PRED_DISTINCT,4,0.49982,1.0,100,9.73928,484.800842,9.73928,14.724796,14.724796,9.73928,9.73928,A,0.5119,0.5119,0.0,0.0,0.0,48.77789,1.0,0.0201,1.0,1.5119,1.0,49.7779,40000,40000,1999276,40000,60560,3727256,5643070,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,27363.2
ecom|s50|r100|PRED_NESTED|c1,ecom,50,100,PRED_NESTED,1,0.49968,0.9909,100,2.603684,129.303951,2.579998,2.606521,2.630208,2.579998,2.630208,C,0.01946,0.01028,0.01946,0.0,0.00918,49.11785,0.9909,0.02,1.0091,1.0195,1.0092,50.1179,9909,10000,499677,9909,10103,1058958,1069814,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,2264.6
ecom|s50|r100|PRED_NESTED|c2,ecom,50,100,PRED_NESTED,2,0.49968,0.9909,100,5.202216,258.753771,5.154809,5.207926,5.255333,5.154809,5.255333,C,0.0195,0.0103,0.0195,0.0,0.0092,49.19657,0.9909,0.0199,1.0091,1.0195,1.0092,50.1966,19818,20000,999354,19818,20206,2011724,2032349,3,"{""EAGER"": 1, ""LATE_PERSIST"": 98, ""PER_QUERY"": 1}",13.4,4605.8
ecom|s50|r100|PRED_NESTED|c4,ecom,50,100,PRED_NESTED,4,0.49968,0.9909,100,9.73928,484.67473,9.650439,9.749945,9.838786,9.650439,9.838786,C,0.01952,0.01031,0.01952,0.0,0.00921,49.22308,0.9909,0.0199,1.0091,1.0195,1.0092,50.2231,39636,40000,1998708,39636,40412,3727256,3765462,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8640.2
ecom|s50|r100|PRED_OVERLAP|c1,ecom,50,100,PRED_OVERLAP,1,0.43826,1.0,100,2.603684,113.390007,2.603684,3.743704,3.743704,2.603684,2.603684,A,0.43785,0.43785,0.0,0.0,0.0,42.54983,1.0,0.023,1.0,1.4378,1.0,43.5498,10000,10000,438258,10000,14408,1058958,1525506,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,12583.35
ecom|s50|r100|PRED_OVERLAP|c2,ecom,50,100,PRED_OVERLAP,2,0.43826,1.0,100,5.202216,226.921522,5.202216,7.483736,7.483736,5.202216,5.202216,A,0.43857,0.43857,0.0,0.0,0.0,42.62017,1.0,0.0229,1.0,1.4386,1.0,43.6202,20000,20000,876516,20000,28816,2011724,2898048,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,25641.7
ecom|s50|r100|PRED_OVERLAP|c4,ecom,50,100,PRED_OVERLAP,4,0.43826,1.0,100,9.73928,425.059524,9.73928,14.012872,14.012872,9.73928,9.73928,A,0.4388,0.4388,0.0,0.0,0.0,42.64383,1.0,0.0229,1.0,1.4388,1.0,43.6438,40000,40000,1753032,40000,57632,3727256,5369380,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,48146.4
ecom|s50|r100|PRED_MUTEX|c1,ecom,50,100,PRED_MUTEX,1,0.01,1.0,100,2.603684,2.595684,2.603684,2.595684,2.595684,2.595684,2.595684,B,0.0,0.0,0.0,0.00308,0.00308,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,2112.4
ecom|s50|r100|PRED_MUTEX|c2,ecom,50,100,PRED_MUTEX,2,0.01,1.0,100,5.202216,5.186216,5.202216,5.186216,5.186216,5.186216,5.186216,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 100}",13.4,4289.7
ecom|s50|r100|PRED_MUTEX|c4,ecom,50,100,PRED_MUTEX,4,0.01,1.0,100,9.73928,9.70728,9.73928,9.70728,9.70728,9.70728,9.70728,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8049.4
ecom|s75|r1|PRED_SHARED|c1,ecom,75,1,PRED_SHARED,1,0.7473,0.7473,1,2.595764,1.934104,1.940083,1.934104,1.934104,1.934104,1.934104,B,0.0,0.0,0.0,0.00309,0.3421,0.0,0.7474,1.0031,1.0,1.0,1.3421,1.0,7473,10000,7473,7473,7473,1058958,791508,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,155939.45
ecom|s75|r1|PRED_SHARED|c2,ecom,75,1,PRED_SHARED,2,0.7473,0.7473,1,5.194296,3.870331,3.882288,3.870331,3.870331,3.870331,3.870331,B,0.0,0.0,0.0,0.00309,0.34208,0.0,0.7474,1.0031,1.0,1.0,1.3421,1.0,14946,20000,14946,14946,14946,2011724,1503671,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,318064.1
ecom|s75|r1|PRED_SHARED|c4,ecom,75,1,PRED_SHARED,4,0.7473,0.7473,1,9.73136,7.249566,7.27348,7.249566,7.249566,7.249566,7.249566,B,0.0,0.0,0.0,0.0033,0.34234,0.0,0.7474,1.0033,1.0,1.0,1.3423,1.0,29892,40000,29892,29892,29892,3727256,2786010,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,597475.4
ecom|s75|r1|PRED_DISTINCT|c1,ecom,75,1,PRED_DISTINCT,1,0.7412,0.7412,1,2.595764,1.917858,1.923788,1.917858,1.917858,1.917858,1.917858,B,0.0,0.0,0.0,0.00309,0.35347,0.0,0.7411,1.0031,1.0,1.0,1.3535,1.0,7412,10000,7412,7412,7412,1058958,784868,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,154628.4
ecom|s75|r1|PRED_DISTINCT|c2,ecom,75,1,PRED_DISTINCT,2,0.7412,0.7412,1,5.194296,3.837972,3.849831,3.837972,3.837972,3.837972,3.837972,B,0.0,0.0,0.0,0.00309,0.3534,0.0,0.7412,1.0031,1.0,1.0,1.3534,1.0,14824,20000,14824,14824,14824,2011724,1491064,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,315406.6
ecom|s75|r1|PRED_DISTINCT|c4,ecom,75,1,PRED_DISTINCT,4,0.7412,0.7412,1,9.73136,7.189008,7.212726,7.189008,7.189008,7.189008,7.189008,B,0.0,0.0,0.0,0.0033,0.35364,0.0,0.7412,1.0033,1.0,1.0,1.3536,1.0,29648,40000,29648,29648,29648,3727256,2762628,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,592491.0
ecom|s75|r1|PRED_NESTED|c1,ecom,75,1,PRED_NESTED,1,0.7473,0.7473,1,2.595764,1.934104,1.940083,1.934104,1.934104,1.934104,1.934104,B,0.0,0.0,0.0,0.00309,0.3421,0.0,0.7474,1.0031,1.0,1.0,1.3421,1.0,7473,10000,7473,7473,7473,1058958,791508,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,155939.45
ecom|s75|r1|PRED_NESTED|c2,ecom,75,1,PRED_NESTED,2,0.7473,0.7473,1,5.194296,3.870331,3.882288,3.870331,3.870331,3.870331,3.870331,B,0.0,0.0,0.0,0.00309,0.34208,0.0,0.7474,1.0031,1.0,1.0,1.3421,1.0,14946,20000,14946,14946,14946,2011724,1503671,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,318064.1
ecom|s75|r1|PRED_NESTED|c4,ecom,75,1,PRED_NESTED,4,0.7473,0.7473,1,9.73136,7.249566,7.27348,7.249566,7.249566,7.249566,7.249566,B,0.0,0.0,0.0,0.0033,0.34234,0.0,0.7474,1.0033,1.0,1.0,1.3423,1.0,29892,40000,29892,29892,29892,3727256,2786010,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,597475.4
ecom|s75|r1|PRED_OVERLAP|c1,ecom,75,1,PRED_OVERLAP,1,0.6114,0.6114,1,2.595764,1.582561,1.587452,1.582561,1.582561,1.582561,1.582561,B,0.0,0.0,0.0,0.00309,0.64023,0.0,0.6116,1.0031,1.0,1.0,1.6402,1.0,6114,10000,6114,6114,6114,1058958,647684,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,127593.8
ecom|s75|r1|PRED_OVERLAP|c2,ecom,75,1,PRED_OVERLAP,2,0.6114,0.6114,1,5.194296,3.166938,3.17672,3.166938,3.166938,3.166938,3.166938,B,0.0,0.0,0.0,0.00309,0.64016,0.0,0.6116,1.0031,1.0,1.0,1.6402,1.0,12228,20000,12228,12228,12228,2011724,1230468,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,260255.0
ecom|s75|r1|PRED_OVERLAP|c4,ecom,75,1,PRED_OVERLAP,4,0.6114,0.6114,1,9.73136,5.932168,5.951733,5.932168,5.932168,5.932168,5.932168,B,0.0,0.0,0.0,0.0033,0.64044,0.0,0.6116,1.0033,1.0,1.0,1.6404,1.0,24456,40000,24456,24456,24456,3727256,2279870,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,488893.4
ecom|s75|r1|PRED_MUTEX|c1,ecom,75,1,PRED_MUTEX,1,0.75,0.75,1,2.595764,1.94048,1.94648,1.94048,1.94648,1.94048,1.94648,B,0.00309,0.0,0.00309,0.00309,0.33769,0.0,0.7499,1.0031,1.0031,1.0031,1.3377,1.0,7500,10000,7500,7500,7500,1058958,794057,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,156457.25
ecom|s75|r1|PRED_MUTEX|c2,ecom,75,1,PRED_MUTEX,2,0.75,0.75,1,5.194296,3.883076,3.895076,3.883076,3.895076,3.883076,3.895076,B,0.00309,0.0,0.00309,0.00309,0.33768,0.0,0.7499,1.0031,1.0031,1.0031,1.3377,1.0,15000,20000,15000,15000,15000,2011724,1508480,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,319120.7
ecom|s75|r1|PRED_MUTEX|c4,ecom,75,1,PRED_MUTEX,4,0.75,0.75,1,9.73136,7.273268,7.297268,7.273268,7.297268,7.273268,7.297268,B,0.0033,0.0,0.0033,0.0033,0.33796,0.0,0.7499,1.0033,1.0033,1.0033,1.338,1.0,30000,40000,30000,30000,30000,3727256,2794826,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,599447.6
ecom|s75|r10|PRED_SHARED|c1,ecom,75,10,PRED_SHARED,1,0.7473,0.7473,10,2.596484,19.341045,1.940803,3.874827,3.874827,1.940803,1.940803,C,0.99651,0.99651,0.0,0.0,0.33784,8.96549,0.7475,0.1003,1.0,1.9965,1.3378,9.9655,7473,10000,74730,7473,14946,1058958,1583016,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,155939.45
ecom|s75|r10|PRED_SHARED|c2,ecom,75,10,PRED_SHARED,2,0.7473,0.7473,10,5.195016,38.70331,3.883008,7.753259,7.753259,3.883008,3.883008,C,0.99671,0.99671,0.0,0.0,0.33788,8.96735,0.7474,0.1003,1.0,1.9967,1.3379,9.9674,14946,20000,149460,14946,29892,2011724,3007342,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,318064.1
ecom|s75|r10|PRED_SHARED|c4,ecom,75,10,PRED_SHARED,4,0.7473,0.7473,10,9.73208,72.49566,7.2742,14.523686,14.523686,7.2742,7.2742,C,0.9966,0.9966,0.0,0.0,0.33789,8.96614,0.7474,0.1003,1.0,1.9966,1.3379,9.9661,29892,40000,298920,29892,59784,3727256,5572020,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,597475.4
ecom|s75|r10|PRED_DISTINCT|c1,ecom,75,10,PRED_DISTINCT,1,0.74878,1.0,10,2.596484,19.375329,2.596484,4.514262,4.514262,2.596484,2.596484,A,0.73861,0.73861,0.0,0.0,0.0,6.46214,1.0,0.134,1.0,1.7386,1.0,7.4621,10000,10000,74878,10000,17412,1058958,1843826,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,157908.5
ecom|s75|r10|PRED_DISTINCT|c2,ecom,75,10,PRED_DISTINCT,2,0.74878,1.0,10,5.195016,38.771618,5.195016,9.032908,9.032908,5.195016,5.195016,A,0.73876,0.73876,0.0,0.0,0.0,6.46323,1.0,0.134,1.0,1.7388,1.0,7.4632,20000,20000,149756,20000,34824,2011724,3502788,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,322019.0
ecom|s75|r10|PRED_DISTINCT|c4,ecom,75,10,PRED_DISTINCT,4,0.74878,1.0,10,9.73208,72.622248,9.73208,16.921008,16.921008,9.73208,9.73208,A,0.73868,0.73868,0.0,0.0,0.0,6.46215,1.0,0.134,1.0,1.7387,1.0,7.4622,40000,40000,299512,40000,69648,3727256,6489884,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,604862.0
ecom|s75|r10|PRED_NESTED|c1,ecom,75,10,PRED_NESTED,1,0.68159,1.0,10,2.59649,17.638402,2.59649,2.964393,2.964393,2.59649,2.59649,A,0.14169,0.14169,0.0,0.0,0.0,5.79317,1.0,0.1472,1.0,1.1417,1.0,6.7932,10000,10000,68159,10000,11422,1058958,1209566,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,57240.3
ecom|s75|r10|PRED_NESTED|c2,ecom,75,10,PRED_NESTED,2,0.68159,1.0,10,5.195022,35.296003,5.195022,5.931404,5.931404,5.195022,5.195022,A,0.14175,0.14175,0.0,0.0,0.0,5.7942,1.0,0.1472,1.0,1.1417,1.0,6.7942,20000,20000,136318,20000,22844,2011724,2297868,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,116756.8
ecom|s75|r10|PRED_NESTED|c4,ecom,75,10,PRED_NESTED,4,0.68159,1.0,10,9.732086,66.112712,9.732086,11.111574,11.111574,9.732086,9.732086,A,0.14175,0.14175,0.0,0.0,0.0,5.79327,1.0,0.1472,1.0,1.1417,1.0,6.7933,40000,40000,272636,40000,45688,3727256,4257454,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,219325.8
ecom|s75|r10|PRED_OVERLAP|c1,ecom,75,10,PRED_OVERLAP,1,0.60923,0.994,10,2.596484,15.763825,2.58102,4.15404,4.15404,2.58102,2.58102,C,0.60946,0.60946,0.0,0.0,0.00599,5.1076,0.994,0.1637,1.0,1.6095,1.006,6.1076,9940,10000,60923,9940,16018,1058958,1696482,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,127593.8
ecom|s75|r10|PRED_OVERLAP|c2,ecom,75,10,PRED_OVERLAP,2,0.60923,0.994,10,5.195016,31.545897,5.164052,8.312024,8.312024,5.164052,5.164052,C,0.60959,0.60959,0.0,0.0,0.006,5.10875,0.994,0.1637,1.0,1.6096,1.006,6.1087,19880,20000,121846,19880,32036,2011724,3222896,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,260255.0
ecom|s75|r10|PRED_OVERLAP|c4,ecom,75,10,PRED_OVERLAP,4,0.60923,0.994,10,9.73208,59.089122,9.674076,15.570805,15.570805,9.674076,9.674076,C,0.60954,0.60954,0.0,0.0,0.006,5.10799,0.994,0.1637,1.0,1.6095,1.006,6.108,39760,40000,243692,39760,64072,3727256,5971382,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,488893.4
ecom|s75|r10|PRED_MUTEX|c1,ecom,75,10,PRED_MUTEX,1,0.1,1.0,10,2.596484,2.588484,2.596484,2.588484,2.588484,2.588484,2.588484,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,20912.05
ecom|s75|r10|PRED_MUTEX|c2,ecom,75,10,PRED_MUTEX,2,0.1,1.0,10,5.195016,5.179016,5.195016,5.179016,5.179016,5.179016,5.179016,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,42633.9
ecom|s75|r10|PRED_MUTEX|c4,ecom,75,10,PRED_MUTEX,4,0.1,1.0,10,9.73208,9.70008,9.73208,9.70008,9.70008,9.70008,9.70008,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,80077.6
ecom|s75|r50|PRED_SHARED|c1,ecom,75,50,PRED_SHARED,1,0.7473,0.7473,50,2.599684,96.705225,1.944003,3.878027,3.878027,1.944003,1.944003,C,0.99487,0.99487,0.0,0.0,0.33728,48.74541,0.7478,0.0201,1.0,1.9949,1.3373,49.7454,7473,10000,373650,7473,14946,1058958,1583016,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s75|r50|PRED_SHARED|c2,ecom,75,50,PRED_SHARED,2,0.7473,0.7473,50,5.198216,193.51655,3.886208,7.756459,7.756459,3.886208,3.886208,C,0.99589,0.99589,0.0,0.0,0.33761,48.79573,0.7476,0.0201,1.0,1.9959,1.3376,49.7957,14946,20000,747300,14946,29892,2011724,3007342,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s75|r50|PRED_SHARED|c4,ecom,75,50,PRED_SHARED,4,0.7473,0.7473,50,9.73528,362.4783,7.2774,14.526886,14.526886,7.2774,7.2774,C,0.99616,0.99616,0.0,0.0,0.33774,48.80877,0.7475,0.0201,1.0,1.9962,1.3377,49.8088,29892,40000,1494600,29892,59784,3727256,5572020,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s75|r50|PRED_DISTINCT|c1,ecom,75,50,PRED_DISTINCT,1,0.74994,1.0,50,2.599684,97.034098,2.599684,4.517462,4.517462,2.599684,2.599684,A,0.7377,0.7377,0.0,0.0,0.0,36.32534,1.0,0.0268,1.0,1.7377,1.0,37.3253,10000,10000,374971,10000,17412,1058958,1843826,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,38070.05
ecom|s75|r50|PRED_DISTINCT|c2,ecom,75,50,PRED_DISTINCT,2,0.74994,1.0,50,5.198216,194.171221,5.198216,9.036108,9.036108,5.198216,5.198216,A,0.73831,0.73831,0.0,0.0,0.0,36.35343,1.0,0.0268,1.0,1.7383,1.0,37.3534,20000,20000,749942,20000,34824,2011724,3502788,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,77676.5
ecom|s75|r50|PRED_DISTINCT|c4,ecom,75,50,PRED_DISTINCT,4,0.74994,1.0,50,9.73528,363.697382,9.73528,16.924208,16.924208,9.73528,9.73528,A,0.73844,0.73844,0.0,0.0,0.0,36.3587,1.0,0.0268,1.0,1.7384,1.0,37.3587,40000,40000,1499884,40000,69648,3727256,6489884,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,145927.4
ecom|s75|r50|PRED_NESTED|c1,ecom,75,50,PRED_NESTED,1,0.66985,1.0,50,2.599718,86.670577,2.599718,2.679615,2.679615,2.599718,2.599718,A,0.03073,0.03073,0.0,0.0,0.0,32.33845,1.0,0.03,1.0,1.0307,1.0,33.3385,10000,10000,334926,10000,10309,1058958,1091637,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,7051.45
ecom|s75|r50|PRED_NESTED|c2,ecom,75,50,PRED_NESTED,2,0.66985,1.0,50,5.19825,173.43642,5.19825,5.358097,5.358097,5.19825,5.19825,A,0.03075,0.03075,0.0,0.0,0.0,32.36439,1.0,0.03,1.0,1.0308,1.0,33.3644,20000,20000,669852,20000,20618,2011724,2073795,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,14364.9
ecom|s75|r50|PRED_NESTED|c4,ecom,75,50,PRED_NESTED,4,0.66985,1.0,50,9.735314,324.86299,9.735314,10.034668,10.034668,9.735314,9.735314,A,0.03075,0.03075,0.0,0.0,0.0,32.36954,1.0,0.03,1.0,1.0307,1.0,33.3695,40000,40000,1339704,40000,41236,3727256,3842240,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,26969.8
ecom|s75|r50|PRED_OVERLAP|c1,ecom,75,50,PRED_OVERLAP,1,0.60954,1.0,50,2.599684,78.858152,2.599684,4.182165,4.182165,2.599684,2.599684,A,0.60872,0.60872,0.0,0.0,0.0,29.33375,1.0,0.033,1.0,1.6087,1.0,30.3337,10000,10000,304768,10000,16114,1058958,1706642,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,29636.15
ecom|s75|r50|PRED_OVERLAP|c2,ecom,75,50,PRED_OVERLAP,2,0.60954,1.0,50,5.198216,157.80724,5.198216,8.365074,8.365074,5.198216,5.198216,A,0.60922,0.60922,0.0,0.0,0.0,29.35796,1.0,0.0329,1.0,1.6092,1.0,30.358,20000,20000,609536,20000,32228,2011724,3242192,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,60433.1
ecom|s75|r50|PRED_OVERLAP|c4,ecom,75,50,PRED_OVERLAP,4,0.60954,1.0,50,9.73528,295.590728,9.73528,15.667368,15.667368,9.73528,9.73528,A,0.60934,0.60934,0.0,0.0,0.0,29.36284,1.0,0.0329,1.0,1.6093,1.0,30.3628,40000,40000,1219072,40000,64456,3727256,6007126,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,113513.0
ecom|s75|r50|PRED_MUTEX|c1,ecom,75,50,PRED_MUTEX,1,0.02,1.0,50,2.599684,2.591684,2.599684,2.591684,2.591684,2.591684,2.591684,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,4210.8
ecom|s75|r50|PRED_MUTEX|c2,ecom,75,50,PRED_MUTEX,2,0.02,1.0,50,5.198216,5.182216,5.198216,5.182216,5.182216,5.182216,5.182216,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8570.2
ecom|s75|r50|PRED_MUTEX|c4,ecom,75,50,PRED_MUTEX,4,0.02,1.0,50,9.73528,9.70328,9.73528,9.70328,9.70328,9.70328,9.70328,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,16083.0
ecom|s75|r100|PRED_SHARED|c1,ecom,75,100,PRED_SHARED,1,0.7473,0.7473,100,2.603684,193.41045,1.948003,3.882027,3.882027,1.948003,1.948003,C,0.99282,0.99282,0.0,0.0,0.33659,98.28653,0.7482,0.0101,1.0,1.9928,1.3366,99.2865,7473,10000,747300,7473,14946,1058958,1583016,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s75|r100|PRED_SHARED|c2,ecom,75,100,PRED_SHARED,2,0.7473,0.7473,100,5.202216,387.0331,3.890208,7.760459,7.760459,3.890208,3.890208,C,0.99487,0.99487,0.0,0.0,0.33726,98.48906,0.7478,0.0101,1.0,1.9949,1.3373,99.4891,14946,20000,1494600,14946,29892,2011724,3007342,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
ecom|s75|r100|PRED_SHARED|c4,ecom,75,100,PRED_SHARED,4,0.7473,0.7473,100,9.73928,724.9566,7.2814,14.530886,14.530886,7.2814,7.2814,C,0.99562,0.99562,0.0,0.0,0.33756,98.56281,0.7476,0.01,1.0,1.9956,1.3376,99.5628,29892,40000,2989200,29892,59784,3727256,5572020,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
