row_id,domain,payload_len,variant,prompt_tokens,completion_tokens,total_tokens,parse_ok,field_accuracy,n_fields
FIN-00417,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-00469,finproc,63,V1,94,8,102,1,1,1
FIN-00469,finproc,63,V2,114,22,136,1,1,2
FIN-00469,finproc,63,V4,160,43,203,1,1,4
FIN-00469,finproc,63,V8,216,78,294,1,0.875,8
FIN-00469,finproc,63,C_only,111,13,124,1,1,1
FIN-00469,finproc,63,SEP8_clause_kind,94,8,102,1,1,1
FIN-00469,finproc,63,SEP8_governing_value,95,15,110,1,1,1
FIN-00469,finproc,63,SEP8_has_exception_pointer,99,12,111,1,1,1
FIN-00469,finproc,63,SEP8_unit_is_wan,97,13,110,1,1,1
FIN-00469,finproc,63,SEP8_policy_id,88,17,105,1,1,1
FIN-00469,finproc,63,SEP8_city,85,11,96,1,1,1
FIN-00469,finproc,63,SEP8_role,86,12,98,1,0,1
FIN-00469,finproc,63,SEP8_mentions_2026,97,13,110,1,1,1
FIN-00521,finproc,56,V1,91,12,103,1,1,1
FIN-00521,finproc,56,V2,111,21,132,1,1,2
FIN-00521,finproc,56,V4,157,42,199,1,1,4
FIN-00521,finproc,56,V8,213,79,292,1,1,8
FIN-00521,finproc,56,C_only,108,12,120,1,1,1
FIN-00521,finproc,56,SEP8_clause_kind,91,12,103,1,1,1
FIN-00521,finproc,56,SEP8_governing_value,92,14,106,1,1,1
FIN-00521,finproc,56,SEP8_has_exception_pointer,96,12,108,1,1,1
FIN-00521,finproc,56,SEP8_unit_is_wan,94,13,107,1,1,1
FIN-00521,finproc,56,SEP8_policy_id,85,17,102,1,1,1
FIN-00521,finproc,56,SEP8_city,82,7,89,1,1,1
FIN-00521,finproc,56,SEP8_role,83,12,95,1,1,1
FIN-00521,finproc,56,SEP8_mentions_2026,94,13,107,1,1,1
FIN-00573,finproc,48,V1,81,9,90,1,1,1
FIN-00573,finproc,48,V2,101,21,122,1,0.5,2
FIN-00573,finproc,48,V4,147,42,189,1,0.5,4
FIN-00573,finproc,48,V8,203,77,280,1,0.75,8
FIN-00573,finproc,48,C_only,98,12,110,1,1,1
FIN-00573,finproc,48,SEP8_clause_kind,81,9,90,1,1,1
FIN-00573,finproc,48,SEP8_governing_value,82,14,96,1,1,1
FIN-00573,finproc,48,SEP8_has_exception_pointer,86,12,98,1,0,1
FIN-00573,finproc,48,SEP8_unit_is_wan,84,13,97,1,1,1
FIN-00573,finproc,48,SEP8_policy_id,75,11,86,1,0,1
FIN-00573,finproc,48,SEP8_city,72,7,79,1,1,1
FIN-00573,finproc,48,SEP8_role,73,13,86,1,0,1
FIN-00573,finproc,48,SEP8_mentions_2026,84,13,97,1,1,1
FIN-00625,finproc,58,V1,92,12,104,1,1,1
FIN-00625,finproc,58,V2,112,21,133,1,1,2
FIN-00625,finproc,58,V4,158,42,200,1,1,4
FIN-00625,finproc,58,V8,214,79,293,1,1,8
FIN-00625,finproc,58,C_only,109,12,121,1,1,1
FIN-00625,finproc,58,SEP8_clause_kind,92,12,104,1,1,1
FIN-00625,finproc,58,SEP8_governing_value,93,14,107,1,1,1
FIN-00625,finproc,58,SEP8_has_exception_pointer,97,12,109,1,1,1
FIN-00625,finproc,58,SEP8_unit_is_wan,95,13,108,1,1,1
FIN-00625,finproc,58,SEP8_policy_id,86,17,103,1,1,1
FIN-00625,finproc,58,SEP8_city,83,11,94,1,1,1
FIN-00625,finproc,58,SEP8_role,84,11,95,1,0,1
FIN-00625,finproc,58,SEP8_mentions_2026,95,13,108,1,1,1
FIN-00677,finproc,61,V1,93,12,105,1,1,1
FIN-00677,finproc,61,V2,113,21,134,1,1,2
FIN-00677,finproc,61,V4,159,42,201,1,0.75,4
FIN-00677,finproc,61,V8,215,80,295,1,0.75,8
FIN-00677,finproc,61,C_only,110,12,122,1,1,1
FIN-00677,finproc,61,SEP8_clause_kind,93,12,105,1,1,1
FIN-00677,finproc,61,SEP8_governing_value,94,14,108,1,1,1
FIN-00677,finproc,61,SEP8_has_exception_pointer,98,12,110,1,0,1
FIN-00677,finproc,61,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-00677,finproc,61,SEP8_policy_id,87,17,104,1,1,1
FIN-00677,finproc,61,SEP8_city,84,7,91,1,1,1
FIN-00677,finproc,61,SEP8_role,85,17,102,1,1,1
FIN-00677,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-00729,finproc,63,V1,94,8,102,1,1,1
FIN-00729,finproc,63,V2,114,22,136,1,1,2
FIN-00729,finproc,63,V4,160,43,203,1,1,4
FIN-00729,finproc,63,V8,216,78,294,1,0.875,8
FIN-00729,finproc,63,C_only,111,13,124,1,1,1
FIN-00729,finproc,63,SEP8_clause_kind,94,8,102,1,1,1
FIN-00729,finproc,63,SEP8_governing_value,95,15,110,1,1,1
FIN-00729,finproc,63,SEP8_has_exception_pointer,99,12,111,1,1,1
FIN-00729,finproc,63,SEP8_unit_is_wan,97,13,110,1,1,1
FIN-00729,finproc,63,SEP8_policy_id,88,17,105,1,1,1
FIN-00729,finproc,63,SEP8_city,85,11,96,1,1,1
FIN-00729,finproc,63,SEP8_role,86,12,98,1,0,1
FIN-00729,finproc,63,SEP8_mentions_2026,97,13,110,1,1,1
FIN-00781,finproc,56,V1,90,12,102,1,1,1
FIN-00781,finproc,56,V2,110,21,131,1,1,2
FIN-00781,finproc,56,V4,156,42,198,1,1,4
FIN-00781,finproc,56,V8,212,79,291,1,1,8
FIN-00781,finproc,56,C_only,107,12,119,1,1,1
FIN-00781,finproc,56,SEP8_clause_kind,90,12,102,1,1,1
FIN-00781,finproc,56,SEP8_governing_value,91,14,105,1,1,1
FIN-00781,finproc,56,SEP8_has_exception_pointer,95,12,107,1,1,1
FIN-00781,finproc,56,SEP8_unit_is_wan,93,13,106,1,1,1
FIN-00781,finproc,56,SEP8_policy_id,84,17,101,1,1,1
FIN-00781,finproc,56,SEP8_city,81,7,88,1,1,1
FIN-00781,finproc,56,SEP8_role,82,12,94,1,1,1
FIN-00781,finproc,56,SEP8_mentions_2026,93,13,106,1,1,1
FIN-00833,finproc,48,V1,81,9,90,1,1,1
FIN-00833,finproc,48,V2,101,21,122,1,0.5,2
FIN-00833,finproc,48,V4,147,42,189,1,0.5,4
FIN-00833,finproc,48,V8,203,78,281,1,0.875,8
FIN-00833,finproc,48,C_only,98,12,110,1,1,1
FIN-00833,finproc,48,SEP8_clause_kind,81,9,90,1,1,1
FIN-00833,finproc,48,SEP8_governing_value,82,14,96,1,1,1
FIN-00833,finproc,48,SEP8_has_exception_pointer,86,12,98,1,0,1
FIN-00833,finproc,48,SEP8_unit_is_wan,84,13,97,1,1,1
FIN-00833,finproc,48,SEP8_policy_id,75,11,86,1,0,1
FIN-00833,finproc,48,SEP8_city,72,7,79,1,1,1
FIN-00833,finproc,48,SEP8_role,73,13,86,1,0,1
FIN-00833,finproc,48,SEP8_mentions_2026,84,13,97,1,1,1
FIN-00885,finproc,58,V1,92,12,104,1,1,1
FIN-00885,finproc,58,V2,112,21,133,1,1,2
FIN-00885,finproc,58,V4,158,42,200,1,1,4
FIN-00885,finproc,58,V8,214,79,293,1,1,8
FIN-00885,finproc,58,C_only,109,12,121,1,1,1
FIN-00885,finproc,58,SEP8_clause_kind,92,12,104,1,1,1
FIN-00885,finproc,58,SEP8_governing_value,93,14,107,1,1,1
FIN-00885,finproc,58,SEP8_has_exception_pointer,97,12,109,1,1,1
FIN-00885,finproc,58,SEP8_unit_is_wan,95,13,108,1,1,1
FIN-00885,finproc,58,SEP8_policy_id,86,17,103,1,1,1
FIN-00885,finproc,58,SEP8_city,83,11,94,1,1,1
FIN-00885,finproc,58,SEP8_role,84,12,96,1,1,1
FIN-00885,finproc,58,SEP8_mentions_2026,95,13,108,1,1,1
FIN-00937,finproc,61,V1,93,12,105,1,1,1
FIN-00937,finproc,61,V2,113,21,134,1,1,2
FIN-00937,finproc,61,V4,159,42,201,1,0.75,4
FIN-00937,finproc,61,V8,215,80,295,1,0.75,8
FIN-00937,finproc,61,C_only,110,12,122,1,1,1
FIN-00937,finproc,61,SEP8_clause_kind,93,12,105,1,1,1
FIN-00937,finproc,61,SEP8_governing_value,94,14,108,1,1,1
FIN-00937,finproc,61,SEP8_has_exception_pointer,98,12,110,1,0,1
FIN-00937,finproc,61,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-00937,finproc,61,SEP8_policy_id,87,17,104,1,1,1
FIN-00937,finproc,61,SEP8_city,84,11,95,1,1,1
FIN-00937,finproc,61,SEP8_role,85,17,102,1,1,1
FIN-00937,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-00989,finproc,63,V1,94,8,102,1,1,1
FIN-00989,finproc,63,V2,114,22,136,1,1,2
FIN-00989,finproc,63,V4,160,43,203,1,1,4
FIN-00989,finproc,63,V8,216,78,294,1,0.875,8
FIN-00989,finproc,63,C_only,111,13,124,1,1,1
FIN-00989,finproc,63,SEP8_clause_kind,94,8,102,1,1,1
FIN-00989,finproc,63,SEP8_governing_value,95,15,110,1,1,1
FIN-00989,finproc,63,SEP8_has_exception_pointer,99,12,111,1,1,1
FIN-00989,finproc,63,SEP8_unit_is_wan,97,13,110,1,1,1
FIN-00989,finproc,63,SEP8_policy_id,88,17,105,1,1,1
FIN-00989,finproc,63,SEP8_city,85,11,96,1,1,1
FIN-00989,finproc,63,SEP8_role,86,12,98,1,0,1
FIN-00989,finproc,63,SEP8_mentions_2026,97,13,110,1,1,1
FIN-01041,finproc,56,V1,91,12,103,1,1,1
FIN-01041,finproc,56,V2,111,21,132,1,1,2
FIN-01041,finproc,56,V4,157,42,199,1,1,4
FIN-01041,finproc,56,V8,213,79,292,1,1,8
FIN-01041,finproc,56,C_only,108,12,120,1,1,1
FIN-01041,finproc,56,SEP8_clause_kind,91,12,103,1,1,1
FIN-01041,finproc,56,SEP8_governing_value,92,14,106,1,1,1
FIN-01041,finproc,56,SEP8_has_exception_pointer,96,12,108,1,1,1
FIN-01041,finproc,56,SEP8_unit_is_wan,94,13,107,1,1,1
FIN-01041,finproc,56,SEP8_policy_id,85,17,102,1,1,1
FIN-01041,finproc,56,SEP8_city,82,11,93,1,1,1
FIN-01041,finproc,56,SEP8_role,83,12,95,1,1,1
FIN-01041,finproc,56,SEP8_mentions_2026,94,13,107,1,1,1
FIN-01093,finproc,48,V1,81,13,94,1,1,1
FIN-01093,finproc,48,V2,101,22,123,1,1,2
FIN-01093,finproc,48,V4,147,42,189,1,0.5,4
FIN-01093,finproc,48,V8,203,77,280,1,0.625,8
FIN-01093,finproc,48,C_only,98,12,110,1,1,1
FIN-01093,finproc,48,SEP8_clause_kind,81,9,90,1,1,1
FIN-01093,finproc,48,SEP8_governing_value,82,14,96,1,1,1
FIN-01093,finproc,48,SEP8_has_exception_pointer,86,12,98,1,0,1
FIN-01093,finproc,48,SEP8_unit_is_wan,84,13,97,1,1,1
FIN-01093,finproc,48,SEP8_policy_id,75,11,86,1,0,1
FIN-01093,finproc,48,SEP8_city,72,7,79,1,1,1
FIN-01093,finproc,48,SEP8_role,73,13,86,1,0,1
FIN-01093,finproc,48,SEP8_mentions_2026,84,13,97,1,1,1
FIN-01145,finproc,58,V1,92,12,104,1,1,1
FIN-01145,finproc,58,V2,112,21,133,1,1,2
FIN-01145,finproc,58,V4,158,42,200,1,1,4
FIN-01145,finproc,58,V8,214,79,293,1,1,8
FIN-01145,finproc,58,C_only,109,12,121,1,1,1
FIN-01145,finproc,58,SEP8_clause_kind,92,12,104,1,1,1
FIN-01145,finproc,58,SEP8_governing_value,93,14,107,1,1,1
FIN-01145,finproc,58,SEP8_has_exception_pointer,97,12,109,1,1,1
FIN-01145,finproc,58,SEP8_unit_is_wan,95,13,108,1,1,1
FIN-01145,finproc,58,SEP8_policy_id,86,17,103,1,1,1
FIN-01145,finproc,58,SEP8_city,83,11,94,1,1,1
FIN-01145,finproc,58,SEP8_role,84,11,95,1,0,1
FIN-01145,finproc,58,SEP8_mentions_2026,95,13,108,1,1,1
FIN-01197,finproc,61,V1,93,8,101,1,1,1
FIN-01197,finproc,61,V2,113,21,134,1,1,2
FIN-01197,finproc,61,V4,159,42,201,1,0.75,4
FIN-01197,finproc,61,V8,215,80,295,1,0.75,8
FIN-01197,finproc,61,C_only,110,12,122,1,1,1
FIN-01197,finproc,61,SEP8_clause_kind,93,8,101,1,1,1
FIN-01197,finproc,61,SEP8_governing_value,94,14,108,1,1,1
FIN-01197,finproc,61,SEP8_has_exception_pointer,98,12,110,1,0,1
FIN-01197,finproc,61,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-01197,finproc,61,SEP8_policy_id,87,17,104,1,1,1
FIN-01197,finproc,61,SEP8_city,84,7,91,1,1,1
FIN-01197,finproc,61,SEP8_role,85,17,102,1,1,1
FIN-01197,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-01249,finproc,63,V1,94,8,102,1,1,1
FIN-01249,finproc,63,V2,114,22,136,1,1,2
FIN-01249,finproc,63,V4,160,43,203,1,1,4
FIN-01249,finproc,63,V8,216,78,294,1,0.875,8
FIN-01249,finproc,63,C_only,111,13,124,1,1,1
FIN-01249,finproc,63,SEP8_clause_kind,94,8,102,1,1,1
FIN-01249,finproc,63,SEP8_governing_value,95,15,110,1,1,1
FIN-01249,finproc,63,SEP8_has_exception_pointer,99,12,111,1,1,1
FIN-01249,finproc,63,SEP8_unit_is_wan,97,13,110,1,1,1
FIN-01249,finproc,63,SEP8_policy_id,88,17,105,1,1,1
FIN-01249,finproc,63,SEP8_city,85,7,92,1,1,1
FIN-01249,finproc,63,SEP8_role,86,12,98,1,0,1
FIN-01249,finproc,63,SEP8_mentions_2026,97,13,110,1,1,1
FIN-01301,finproc,56,V1,91,12,103,1,1,1
FIN-01301,finproc,56,V2,111,21,132,1,1,2
FIN-01301,finproc,56,V4,157,42,199,1,1,4
FIN-01301,finproc,56,V8,213,79,292,1,1,8
FIN-01301,finproc,56,C_only,108,12,120,1,1,1
FIN-01301,finproc,56,SEP8_clause_kind,91,12,103,1,1,1
FIN-01301,finproc,56,SEP8_governing_value,92,14,106,1,1,1
FIN-01301,finproc,56,SEP8_has_exception_pointer,96,12,108,1,1,1
FIN-01301,finproc,56,SEP8_unit_is_wan,94,13,107,1,1,1
FIN-01301,finproc,56,SEP8_policy_id,85,17,102,1,1,1
FIN-01301,finproc,56,SEP8_city,82,7,89,1,1,1
FIN-01301,finproc,56,SEP8_role,83,12,95,1,1,1
FIN-01301,finproc,56,SEP8_mentions_2026,94,13,107,1,1,1
FIN-01353,finproc,48,V1,81,9,90,1,1,1
FIN-01353,finproc,48,V2,101,21,122,1,0.5,2
FIN-01353,finproc,48,V4,147,42,189,1,0.5,4
FIN-01353,finproc,48,V8,203,77,280,1,0.75,8
FIN-01353,finproc,48,C_only,98,12,110,1,1,1
FIN-01353,finproc,48,SEP8_clause_kind,81,9,90,1,1,1
FIN-01353,finproc,48,SEP8_governing_value,82,14,96,1,1,1
FIN-01353,finproc,48,SEP8_has_exception_pointer,86,12,98,1,0,1
FIN-01353,finproc,48,SEP8_unit_is_wan,84,13,97,1,1,1
FIN-01353,finproc,48,SEP8_policy_id,75,11,86,1,0,1
FIN-01353,finproc,48,SEP8_city,72,7,79,1,1,1
FIN-01353,finproc,48,SEP8_role,73,13,86,1,0,1
FIN-01353,finproc,48,SEP8_mentions_2026,84,13,97,1,1,1
FIN-01405,finproc,58,V1,92,12,104,1,1,1
FIN-01405,finproc,58,V2,112,21,133,1,1,2
FIN-01405,finproc,58,V4,158,42,200,1,1,4
FIN-01405,finproc,58,V8,214,79,293,1,1,8
FIN-01405,finproc,58,C_only,109,12,121,1,1,1
FIN-01405,finproc,58,SEP8_clause_kind,92,12,104,1,1,1
FIN-01405,finproc,58,SEP8_governing_value,93,14,107,1,1,1
FIN-01405,finproc,58,SEP8_has_exception_pointer,97,12,109,1,1,1
FIN-01405,finproc,58,SEP8_unit_is_wan,95,13,108,1,1,1
FIN-01405,finproc,58,SEP8_policy_id,86,17,103,1,1,1
FIN-01405,finproc,58,SEP8_city,83,11,94,1,1,1
FIN-01405,finproc,58,SEP8_role,84,11,95,1,0,1
FIN-01405,finproc,58,SEP8_mentions_2026,95,13,108,1,1,1
FIN-01457,finproc,61,V1,93,12,105,1,1,1
FIN-01457,finproc,61,V2,113,21,134,1,1,2
FIN-01457,finproc,61,V4,159,42,201,1,0.75,4
FIN-01457,finproc,61,V8,215,80,295,1,0.75,8
FIN-01457,finproc,61,C_only,110,12,122,1,1,1
FIN-01457,finproc,61,SEP8_clause_kind,93,8,101,1,1,1
FIN-01457,finproc,61,SEP8_governing_value,94,14,108,1,1,1
FIN-01457,finproc,61,SEP8_has_exception_pointer,98,12,110,1,0,1
FIN-01457,finproc,61,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-01457,finproc,61,SEP8_policy_id,87,17,104,1,1,1
FIN-01457,finproc,61,SEP8_city,84,7,91,1,1,1
FIN-01457,finproc,61,SEP8_role,85,17,102,1,1,1
FIN-01457,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-01509,finproc,63,V1,94,12,106,1,1,1
FIN-01509,finproc,63,V2,114,22,136,1,1,2
FIN-01509,finproc,63,V4,160,43,203,1,1,4
FIN-01509,finproc,63,V8,216,78,294,1,0.875,8
FIN-01509,finproc,63,C_only,111,13,124,1,1,1
FIN-01509,finproc,63,SEP8_clause_kind,94,8,102,1,1,1
FIN-01509,finproc,63,SEP8_governing_value,95,15,110,1,1,1
FIN-01509,finproc,63,SEP8_has_exception_pointer,99,12,111,1,1,1
FIN-01509,finproc,63,SEP8_unit_is_wan,97,13,110,1,1,1
FIN-01509,finproc,63,SEP8_policy_id,88,17,105,1,1,1
FIN-01509,finproc,63,SEP8_city,85,11,96,1,1,1
FIN-01509,finproc,63,SEP8_role,86,12,98,1,0,1
FIN-01509,finproc,63,SEP8_mentions_2026,97,13,110,1,1,1
FIN-01561,finproc,56,V1,90,12,102,1,1,1
FIN-01561,finproc,56,V2,110,21,131,1,1,2
FIN-01561,finproc,56,V4,156,42,198,1,1,4
FIN-01561,finproc,56,V8,212,79,291,1,1,8
FIN-01561,finproc,56,C_only,107,12,119,1,1,1
FIN-01561,finproc,56,SEP8_clause_kind,90,12,102,1,1,1
FIN-01561,finproc,56,SEP8_governing_value,91,14,105,1,1,1
FIN-01561,finproc,56,SEP8_has_exception_pointer,95,12,107,1,1,1
FIN-01561,finproc,56,SEP8_unit_is_wan,93,13,106,1,1,1
FIN-01561,finproc,56,SEP8_policy_id,84,17,101,1,1,1
FIN-01561,finproc,56,SEP8_city,81,11,92,1,1,1
FIN-01561,finproc,56,SEP8_role,82,12,94,1,1,1
FIN-01561,finproc,56,SEP8_mentions_2026,93,13,106,1,1,1
FIN-01613,finproc,48,V1,81,9,90,1,1,1
FIN-01613,finproc,48,V2,101,21,122,1,0.5,2
FIN-01613,finproc,48,V4,147,42,189,1,0.5,4
FIN-01613,finproc,48,V8,203,77,280,1,0.75,8
FIN-01613,finproc,48,C_only,98,12,110,1,1,1
FIN-01613,finproc,48,SEP8_clause_kind,81,9,90,1,1,1
FIN-01613,finproc,48,SEP8_governing_value,82,14,96,1,1,1
FIN-01613,finproc,48,SEP8_has_exception_pointer,86,12,98,1,0,1
FIN-01613,finproc,48,SEP8_unit_is_wan,84,13,97,1,1,1
FIN-01613,finproc,48,SEP8_policy_id,75,11,86,1,0,1
FIN-01613,finproc,48,SEP8_city,72,7,79,1,1,1
FIN-01613,finproc,48,SEP8_role,73,13,86,1,0,1
FIN-01613,finproc,48,SEP8_mentions_2026,84,13,97,1,1,1
FIN-01665,finproc,58,V1,92,12,104,1,1,1
FIN-01665,finproc,58,V2,112,21,133,1,1,2
FIN-01665,finproc,58,V4,158,42,200,1,1,4
FIN-01665,finproc,58,V8,214,79,293,1,1,8
FIN-01665,finproc,58,C_only,109,12,121,1,1,1
FIN-01665,finproc,58,SEP8_clause_kind,92,12,104,1,1,1
FIN-01665,finproc,58,SEP8_governing_value,93,14,107,1,1,1
FIN-01665,finproc,58,SEP8_has_exception_pointer,97,12,109,1,1,1
FIN-01665,finproc,58,SEP8_unit_is_wan,95,13,108,1,1,1
FIN-01665,finproc,58,SEP8_policy_id,86,17,103,1,1,1
FIN-01665,finproc,58,SEP8_city,83,11,94,1,1,1
FIN-01665,finproc,58,SEP8_role,84,12,96,1,1,1
FIN-01665,finproc,58,SEP8_mentions_2026,95,13,108,1,1,1
FIN-01717,finproc,61,V1,93,8,101,1,1,1
FIN-01717,finproc,61,V2,113,21,134,1,1,2
FIN-01717,finproc,61,V4,159,42,201,1,0.75,4
FIN-01717,finproc,61,V8,215,80,295,1,0.75,8
FIN-01717,finproc,61,C_only,110,12,122,1,1,1
FIN-01717,finproc,61,SEP8_clause_kind,93,8,101,1,1,1
FIN-01717,finproc,61,SEP8_governing_value,94,14,108,1,1,1
FIN-01717,finproc,61,SEP8_has_exception_pointer,98,12,110,1,0,1
FIN-01717,finproc,61,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-01717,finproc,61,SEP8_policy_id,87,17,104,1,1,1
FIN-01717,finproc,61,SEP8_city,84,11,95,1,1,1
FIN-01717,finproc,61,SEP8_role,85,17,102,1,1,1
FIN-01717,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-01769,finproc,63,V1,94,8,102,1,1,1
FIN-01769,finproc,63,V2,114,22,136,1,1,2
FIN-01769,finproc,63,V4,160,43,203,1,1,4
FIN-01769,finproc,63,V8,216,78,294,1,0.875,8
FIN-01769,finproc,63,C_only,111,13,124,1,1,1
FIN-01769,finproc,63,SEP8_clause_kind,94,8,102,1,1,1
FIN-01769,finproc,63,SEP8_governing_value,95,15,110,1,1,1
FIN-01769,finproc,63,SEP8_has_exception_pointer,99,12,111,1,1,1
FIN-01769,finproc,63,SEP8_unit_is_wan,97,13,110,1,1,1
FIN-01769,finproc,63,SEP8_policy_id,88,17,105,1,1,1
FIN-01769,finproc,63,SEP8_city,85,11,96,1,1,1
FIN-01769,finproc,63,SEP8_role,86,12,98,1,0,1
FIN-01769,finproc,63,SEP8_mentions_2026,97,13,110,1,1,1
FIN-01821,finproc,50,V1,85,12,97,1,1,1
FIN-01821,finproc,50,V2,105,21,126,1,1,2
FIN-01821,finproc,50,V4,151,42,193,1,1,4
FIN-01821,finproc,50,V8,207,79,286,1,1,8
FIN-01821,finproc,50,C_only,102,12,114,1,1,1
FIN-01821,finproc,50,SEP8_clause_kind,85,8,93,1,1,1
FIN-01821,finproc,50,SEP8_governing_value,86,14,100,1,1,1
FIN-01821,finproc,50,SEP8_has_exception_pointer,90,12,102,1,1,1
FIN-01821,finproc,50,SEP8_unit_is_wan,88,13,101,1,1,1
FIN-01821,finproc,50,SEP8_policy_id,79,17,96,1,1,1
FIN-01821,finproc,50,SEP8_city,76,7,83,1,1,1
FIN-01821,finproc,50,SEP8_role,77,12,89,1,1,1
FIN-01821,finproc,50,SEP8_mentions_2026,88,13,101,1,1,1
FIN-01873,finproc,50,V1,83,9,92,1,1,1
FIN-01873,finproc,50,V2,103,24,127,1,0.5,2
FIN-01873,finproc,50,V4,149,45,194,1,0.5,4
FIN-01873,finproc,50,V8,205,80,285,1,0.75,8
FIN-01873,finproc,50,C_only,100,14,114,1,0,1
FIN-01873,finproc,50,SEP8_clause_kind,83,9,92,1,1,1
FIN-01873,finproc,50,SEP8_governing_value,84,16,100,1,0,1
FIN-01873,finproc,50,SEP8_has_exception_pointer,88,12,100,1,0,1
FIN-01873,finproc,50,SEP8_unit_is_wan,86,13,99,1,1,1
FIN-01873,finproc,50,SEP8_policy_id,77,11,88,1,0,1
FIN-01873,finproc,50,SEP8_city,74,7,81,1,1,1
FIN-01873,finproc,50,SEP8_role,75,13,88,1,0,1
FIN-01873,finproc,50,SEP8_mentions_2026,86,13,99,1,1,1
FIN-01925,finproc,58,V1,92,12,104,1,1,1
FIN-01925,finproc,58,V2,112,21,133,1,1,2
FIN-01925,finproc,58,V4,158,42,200,1,1,4
FIN-01925,finproc,58,V8,214,79,293,1,1,8
FIN-01925,finproc,58,C_only,109,12,121,1,1,1
FIN-01925,finproc,58,SEP8_clause_kind,92,12,104,1,1,1
FIN-01925,finproc,58,SEP8_governing_value,93,14,107,1,1,1
FIN-01925,finproc,58,SEP8_has_exception_pointer,97,12,109,1,1,1
FIN-01925,finproc,58,SEP8_unit_is_wan,95,13,108,1,1,1
FIN-01925,finproc,58,SEP8_policy_id,86,17,103,1,1,1
FIN-01925,finproc,58,SEP8_city,83,11,94,1,1,1
FIN-01925,finproc,58,SEP8_role,84,11,95,1,0,1
FIN-01925,finproc,58,SEP8_mentions_2026,95,13,108,1,1,1
FIN-01977,finproc,61,V1,93,12,105,1,1,1
FIN-01977,finproc,61,V2,113,21,134,1,1,2
FIN-01977,finproc,61,V4,159,42,201,1,0.75,4
FIN-01977,finproc,61,V8,215,80,295,1,0.75,8
FIN-01977,finproc,61,C_only,110,12,122,1,1,1
FIN-01977,finproc,61,SEP8_clause_kind,93,8,101,1,1,1
FIN-01977,finproc,61,SEP8_governing_value,94,14,108,1,1,1
FIN-01977,finproc,61,SEP8_has_exception_pointer,98,12,110,1,0,1
FIN-01977,finproc,61,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-01977,finproc,61,SEP8_policy_id,87,17,104,1,1,1
FIN-01977,finproc,61,SEP8_city,84,7,91,1,1,1
FIN-01977,finproc,61,SEP8_role,85,17,102,1,1,1
FIN-01977,finproc,61,SEP8_mentions_2026,96,13,109,1,1,1
FIN-02029,finproc,63,V1,93,8,101,1,1,1
FIN-02029,finproc,63,V2,113,21,134,1,1,2
FIN-02029,finproc,63,V4,159,42,201,1,1,4
FIN-02029,finproc,63,V8,215,77,292,1,0.875,8
FIN-02029,finproc,63,C_only,110,12,122,1,1,1
FIN-02029,finproc,63,SEP8_clause_kind,93,8,101,1,1,1
FIN-02029,finproc,63,SEP8_governing_value,94,14,108,1,1,1
FIN-02029,finproc,63,SEP8_has_exception_pointer,98,12,110,1,1,1
FIN-02029,finproc,63,SEP8_unit_is_wan,96,13,109,1,1,1
FIN-02029,finproc,63,SEP8_policy_id,87,17,104,1,1,1
FIN-02029,finproc,63,SEP8_city,84,11,95,1,1,1
FIN-02029,finproc,63,SEP8_role,85,12,97,1,0,1
FIN-02029,finproc,63,SEP8_mentions_2026,96,13,109,1,1,1
FIN-02081,finproc,56,V1,91,12,103,1,1,1
FIN-02081,finproc,56,V2,111,21,132,1,1,2
FIN-02081,finproc,56,V4,157,42,199,1,1,4
FIN-02081,finproc,56,V8,213,79,292,1,1,8
FIN-02081,finproc,56,C_only,108,12,120,1,1,1
FIN-02081,finproc,56,SEP8_clause_kind,91,12,103,1,1,1
FIN-02081,finproc,56,SEP8_governing_value,92,14,106,1,1,1
FIN-02081,finproc,56,SEP8_has_exception_pointer,96,12,108,1,1,1
FIN-02081,finproc,56,SEP8_unit_is_wan,94,13,107,1,1,1
FIN-02081,finproc,56,SEP8_policy_id,85,17,102,1,1,1
FIN-02081,finproc,56,SEP8_city,82,7,89,1,1,1
FIN-02081,finproc,56,SEP8_role,83,12,95,1,1,1
FIN-02081,finproc,56,SEP8_mentions_2026,94,13,107,1,1,1
FIN-02133,finproc,48,V1,81,9,90,1,1,1
FIN-02133,finproc,48,V2,101,21,122,1,0.5,2
FIN-02133,finproc,48,V4,147,43,190,1,0.75,4
FIN-02133,finproc,48,V8,203,77,280,1,0.75,8
FIN-02133,finproc,48,C_only,98,12,110,1,1,1
FIN-02133,finproc,48,SEP8_clause_kind,81,9,90,1,1,1
FIN-02133,finproc,48,SEP8_governing_value,82,14,96,1,1,1
