cell,domain,s,reuse,pattern,width,scope,n_rows,n_caps,realized_s,union_rows,union_share,overlap_ratio,mean_payload_len,survivor_payload_len,A,B,C,CBO,D,O,C_over_B,C_over_A,C_over_O,B_over_O,A_over_O,regret_C,regret_A,regret_B,logr_C_A,logr_C_B,tokens_A,tokens_B,tokens_C,tokens_O,rows_A,rows_B,rows_C,amort_A,amort_B,amort_C,amort_O,evictions_C,cov_C,quality_note
ecom|s1|r1|DISJOINT|w1|WORKLOAD,ecom,1,1,DISJOINT,1,WORKLOAD,10000,1,0.0105,105,0.0105,0.0,56.79,57.25,2.595764,0.02728,0.027364,0.02728,0.02728,0.02728,1.00308,0.01054,1.00308,1.0,95.1509,0.00308,94.1509,0.0,-4.55239,0.003074,1058958,11146,11146,8e-05,10000,105,105,2.595764,0.0272805,0.0273645,0.0272805,0,0.0105,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w1|CAP_10PCT,ecom,1,1,DISJOINT,1,CAP_10PCT,10000,1,0.0105,105,0.0105,0.0,56.79,57.25,2.595764,0.02728,0.027364,0.02728,0.02728,0.02728,1.00308,0.01054,1.00308,1.0,95.1509,0.00308,94.1509,0.0,-4.55239,0.003074,1058958,11146,11146,8e-05,10000,105,105,2.595764,0.0272805,0.0273645,0.0272805,0,0.0105,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w1|CELL,ecom,1,1,DISJOINT,1,CELL,10000,1,0.0105,105,0.0105,0.0,56.79,57.25,2.595764,0.02728,0.027364,0.02728,0.02728,0.02728,1.00308,0.01054,1.00308,1.0,95.1509,0.00308,94.1509,0.0,-4.55239,0.003074,1058958,11146,11146,8e-05,10000,105,105,2.595764,0.0272805,0.0273645,0.0272805,0,0.0105,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w2|WORKLOAD,ecom,1,1,DISJOINT,2,WORKLOAD,10000,2,0.0079,79,0.0079,0.0,56.79,57.48,5.194296,0.041149,0.041275,0.041149,0.041149,0.041149,1.00307,0.00795,1.00307,1.0,126.2314,0.00307,125.2314,0.0,-4.83505,0.003067,2011724,15977,15977,8e-05,20000,158,158,5.194296,0.041149,0.0412754,0.041149,0,0.0079,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w2|CAP_10PCT,ecom,1,1,DISJOINT,2,CAP_10PCT,10000,2,0.0079,79,0.0079,0.0,56.79,57.48,5.194296,0.041149,0.041275,0.041149,0.041149,0.041149,1.00307,0.00795,1.00307,1.0,126.2314,0.00307,125.2314,0.0,-4.83505,0.003067,2011724,15977,15977,8e-05,20000,158,158,5.194296,0.041149,0.0412754,0.041149,0,0.0079,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w2|CELL,ecom,1,1,DISJOINT,2,CELL,10000,2,0.0079,79,0.0079,0.0,56.79,57.48,5.194296,0.041149,0.041275,0.041149,0.041149,0.041149,1.00307,0.00795,1.00307,1.0,126.2314,0.00307,125.2314,0.0,-4.83505,0.003067,2011724,15977,15977,8e-05,20000,158,158,5.194296,0.041149,0.0412754,0.041149,0,0.0079,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w4|WORKLOAD,ecom,1,1,DISJOINT,4,WORKLOAD,10000,4,0.0107,107,0.0107,0.0,56.79,56.38,9.73136,0.103546,0.103888,0.103546,0.103546,0.103546,1.00331,0.01068,1.00331,1.0,93.98103,0.00331,92.98103,0.0,-4.539792,0.003301,3727256,39726,39726,8e-05,40000,428,428,9.73136,0.103546,0.1038884,0.103546,0,0.0107,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w4|CAP_10PCT,ecom,1,1,DISJOINT,4,CAP_10PCT,10000,4,0.0107,107,0.0107,0.0,56.79,56.38,9.73136,0.103546,0.103888,0.103546,0.103546,0.103546,1.00331,0.01068,1.00331,1.0,93.98103,0.00331,92.98103,0.0,-4.539792,0.003301,3727256,39726,39726,8e-05,40000,428,428,9.73136,0.103546,0.1038884,0.103546,0,0.0107,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|DISJOINT|w4|CELL,ecom,1,1,DISJOINT,4,CELL,10000,4,0.0107,107,0.0107,0.0,56.79,56.38,9.73136,0.103546,0.103888,0.103546,0.103546,0.103546,1.00331,0.01068,1.00331,1.0,93.98103,0.00331,92.98103,0.0,-4.539792,0.003301,3727256,39726,39726,8e-05,40000,428,428,9.73136,0.103546,0.1038884,0.103546,0,0.0107,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w1|WORKLOAD,ecom,1,1,OVERLAP,1,WORKLOAD,10000,1,0.0096,96,0.0096,0.0,56.79,56.12,2.595764,0.024936,0.025013,0.024936,0.024936,0.024936,1.00308,0.00964,1.00308,1.0,104.09705,0.00308,103.09705,0.0,-4.642248,0.003075,1058958,10160,10160,8e-05,10000,96,96,2.595764,0.024936,0.0250128,0.024936,0,0.0096,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w1|CAP_10PCT,ecom,1,1,OVERLAP,1,CAP_10PCT,10000,1,0.0096,96,0.0096,0.0,56.79,56.12,2.595764,0.024936,0.025013,0.024936,0.024936,0.024936,1.00308,0.00964,1.00308,1.0,104.09705,0.00308,103.09705,0.0,-4.642248,0.003075,1058958,10160,10160,8e-05,10000,96,96,2.595764,0.024936,0.0250128,0.024936,0,0.0096,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w1|CELL,ecom,1,1,OVERLAP,1,CELL,10000,1,0.0096,96,0.0096,0.0,56.79,56.12,2.595764,0.024936,0.025013,0.024936,0.024936,0.024936,1.00308,0.00964,1.00308,1.0,104.09705,0.00308,103.09705,0.0,-4.642248,0.003075,1058958,10160,10160,8e-05,10000,96,96,2.595764,0.024936,0.0250128,0.024936,0,0.0096,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w2|WORKLOAD,ecom,1,1,OVERLAP,2,WORKLOAD,10000,2,0.0104,104,0.0104,0.0,56.79,56.64,5.194296,0.054072,0.054238,0.054072,0.054072,0.054072,1.00308,0.01044,1.00308,1.0,96.06258,0.00308,95.06258,0.0,-4.561927,0.003073,2011724,20964,20964,8e-05,20000,208,208,5.194296,0.054072,0.0542384,0.054072,0,0.0104,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w2|CAP_10PCT,ecom,1,1,OVERLAP,2,CAP_10PCT,10000,2,0.0104,104,0.0104,0.0,56.79,56.64,5.194296,0.054072,0.054238,0.054072,0.054072,0.054072,1.00308,0.01044,1.00308,1.0,96.06258,0.00308,95.06258,0.0,-4.561927,0.003073,2011724,20964,20964,8e-05,20000,208,208,5.194296,0.054072,0.0542384,0.054072,0,0.0104,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w2|CELL,ecom,1,1,OVERLAP,2,CELL,10000,2,0.0104,104,0.0104,0.0,56.79,56.64,5.194296,0.054072,0.054238,0.054072,0.054072,0.054072,1.00308,0.01044,1.00308,1.0,96.06258,0.00308,95.06258,0.0,-4.561927,0.003073,2011724,20964,20964,8e-05,20000,208,208,5.194296,0.054072,0.0542384,0.054072,0,0.0104,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w4|WORKLOAD,ecom,1,1,OVERLAP,4,WORKLOAD,10000,4,0.0102,102,0.0102,0.0,56.79,56.14,9.73136,0.098884,0.09921,0.098884,0.098884,0.098884,1.0033,0.01019,1.0033,1.0,98.41188,0.0033,97.41188,0.0,-4.585866,0.003295,3727256,37948,37948,8e-05,40000,408,408,9.73136,0.098884,0.0992104,0.098884,0,0.0102,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w4|CAP_10PCT,ecom,1,1,OVERLAP,4,CAP_10PCT,10000,4,0.0102,102,0.0102,0.0,56.79,56.14,9.73136,0.098884,0.09921,0.098884,0.098884,0.098884,1.0033,0.01019,1.0033,1.0,98.41188,0.0033,97.41188,0.0,-4.585866,0.003295,3727256,37948,37948,8e-05,40000,408,408,9.73136,0.098884,0.0992104,0.098884,0,0.0102,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|OVERLAP|w4|CELL,ecom,1,1,OVERLAP,4,CELL,10000,4,0.0102,102,0.0102,0.0,56.79,56.14,9.73136,0.098884,0.09921,0.098884,0.098884,0.098884,1.0033,0.01019,1.0033,1.0,98.41188,0.0033,97.41188,0.0,-4.585866,0.003295,3727256,37948,37948,8e-05,40000,408,408,9.73136,0.098884,0.0992104,0.098884,0,0.0102,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w1|WORKLOAD,ecom,1,1,NESTED,1,WORKLOAD,10000,1,0.0103,103,0.0103,0.0,56.79,55.93,2.595764,0.026603,0.026686,0.026603,0.026603,0.026603,1.0031,0.01028,1.0031,1.0,97.57227,0.0031,96.57227,0.0,-4.577501,0.003093,1058958,10856,10856,8e-05,10000,103,103,2.595764,0.0266035,0.0266859,0.0266035,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w1|CAP_10PCT,ecom,1,1,NESTED,1,CAP_10PCT,10000,1,0.0103,103,0.0103,0.0,56.79,55.93,2.595764,0.026603,0.026686,0.026603,0.026603,0.026603,1.0031,0.01028,1.0031,1.0,97.57227,0.0031,96.57227,0.0,-4.577501,0.003093,1058958,10856,10856,8e-05,10000,103,103,2.595764,0.0266035,0.0266859,0.0266035,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w1|CELL,ecom,1,1,NESTED,1,CELL,10000,1,0.0103,103,0.0103,0.0,56.79,55.93,2.595764,0.026603,0.026686,0.026603,0.026603,0.026603,1.0031,0.01028,1.0031,1.0,97.57227,0.0031,96.57227,0.0,-4.577501,0.003093,1058958,10856,10856,8e-05,10000,103,103,2.595764,0.0266035,0.0266859,0.0266035,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w2|WORKLOAD,ecom,1,1,NESTED,2,WORKLOAD,10000,2,0.0103,103,0.0103,0.0,56.79,55.93,5.194296,0.053197,0.053362,0.053197,0.053197,0.053197,1.0031,0.01027,1.0031,1.0,97.64265,0.0031,96.64265,0.0,-4.578221,0.003093,2011724,20625,20625,8e-05,20000,206,206,5.194296,0.053197,0.0533618,0.053197,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w2|CAP_10PCT,ecom,1,1,NESTED,2,CAP_10PCT,10000,2,0.0103,103,0.0103,0.0,56.79,55.93,5.194296,0.053197,0.053362,0.053197,0.053197,0.053197,1.0031,0.01027,1.0031,1.0,97.64265,0.0031,96.64265,0.0,-4.578221,0.003093,2011724,20625,20625,8e-05,20000,206,206,5.194296,0.053197,0.0533618,0.053197,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w2|CELL,ecom,1,1,NESTED,2,CELL,10000,2,0.0103,103,0.0103,0.0,56.79,55.93,5.194296,0.053197,0.053362,0.053197,0.053197,0.053197,1.0031,0.01027,1.0031,1.0,97.64265,0.0031,96.64265,0.0,-4.578221,0.003093,2011724,20625,20625,8e-05,20000,206,206,5.194296,0.053197,0.0533618,0.053197,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w4|WORKLOAD,ecom,1,1,NESTED,4,WORKLOAD,10000,4,0.0103,103,0.0103,0.0,56.79,55.93,9.73136,0.099586,0.099916,0.099586,0.099586,0.099586,1.00331,0.01027,1.00331,1.0,97.71815,0.00331,96.71815,0.0,-4.578783,0.003304,3727256,38206,38206,8e-05,40000,412,412,9.73136,0.099586,0.0999156,0.099586,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w4|CAP_10PCT,ecom,1,1,NESTED,4,CAP_10PCT,10000,4,0.0103,103,0.0103,0.0,56.79,55.93,9.73136,0.099586,0.099916,0.099586,0.099586,0.099586,1.00331,0.01027,1.00331,1.0,97.71815,0.00331,96.71815,0.0,-4.578783,0.003304,3727256,38206,38206,8e-05,40000,412,412,9.73136,0.099586,0.0999156,0.099586,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r1|NESTED|w4|CELL,ecom,1,1,NESTED,4,CELL,10000,4,0.0103,103,0.0103,0.0,56.79,55.93,9.73136,0.099586,0.099916,0.099586,0.099586,0.099586,1.00331,0.01027,1.00331,1.0,97.71815,0.00331,96.71815,0.0,-4.578783,0.003304,3727256,38206,38206,8e-05,40000,412,412,9.73136,0.099586,0.0999156,0.099586,0,0.0103,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w1|WORKLOAD,ecom,1,10,DISJOINT,1,WORKLOAD,10000,1,0.01075,1014,0.1014,0.056744,56.79,57.25,2.596484,0.278973,0.26402,0.267788,0.267788,0.26402,0.9464,0.10168,1.0,1.05664,9.83441,0.0,8.83441,0.05664,-2.285888,-0.055091,1058958,113886,107411,0.0008,10000,1075,1014,0.2596484,0.02789735,0.02640202,0.02640202,0,0.1014,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w1|CAP_10PCT,ecom,1,10,DISJOINT,1,CAP_10PCT,10000,1,0.01075,1014,0.1014,0.056744,56.79,57.25,2.596484,0.278973,0.26402,0.267788,0.267788,0.26402,0.9464,0.10168,1.0,1.05664,9.83441,0.0,8.83441,0.05664,-2.285888,-0.055091,1058958,113886,107411,0.0008,10000,1075,1014,0.2596484,0.02789735,0.02640202,0.02640202,14,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w1|CELL,ecom,1,10,DISJOINT,1,CELL,10000,1,0.01075,1014,0.1014,0.056744,56.79,57.25,2.596484,0.278973,0.279834,0.279749,0.279749,0.26402,1.00308,0.10777,1.05989,1.05664,9.83441,0.05989,8.83441,0.05664,-2.227719,0.003078,1058958,113886,113886,0.0008,10000,1075,1075,0.2596484,0.02789735,0.02798335,0.02640202,0,0.0111,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w2|WORKLOAD,ecom,1,10,DISJOINT,2,WORKLOAD,10000,2,0.00963,919,0.0919,0.046729,56.79,57.48,5.195016,0.499377,0.477927,0.491056,0.491056,0.477927,0.95705,0.092,1.0,1.04488,10.86989,0.0,9.86989,0.04488,-2.385996,-0.043902,2011724,193681,184779,0.0008,20000,1926,1838,0.5195016,0.0499377,0.04779274,0.04779274,0,0.0919,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w2|CAP_10PCT,ecom,1,10,DISJOINT,2,CAP_10PCT,10000,2,0.00963,919,0.0919,0.046729,56.79,57.48,5.195016,0.499377,0.477927,0.491056,0.491056,0.477927,0.95705,0.092,1.0,1.04488,10.86989,0.0,9.86989,0.04488,-2.385996,-0.043902,2011724,193681,184779,0.0008,20000,1926,1838,0.5195016,0.0499377,0.04779274,0.04779274,0,0.0919,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w2|CELL,ecom,1,10,DISJOINT,2,CELL,10000,2,0.00963,919,0.0919,0.046729,56.79,57.48,5.195016,0.499377,0.500918,0.500327,0.500327,0.477927,1.00309,0.09642,1.0481,1.04488,10.86989,0.0481,9.86989,0.04488,-2.339013,0.003081,2011724,193681,193681,0.0008,20000,1926,1926,0.5195016,0.0499377,0.05009178,0.04779274,0,0.0105,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w4|WORKLOAD,ecom,1,10,DISJOINT,4,WORKLOAD,10000,4,0.01,949,0.0949,0.052,56.79,56.38,9.73208,0.970728,0.924083,0.948606,0.948606,0.924083,0.95195,0.09495,1.0,1.05048,10.53161,0.0,9.53161,0.05048,-2.354381,-0.049245,3727256,372660,353546,0.0008,40000,4000,3796,0.973208,0.0970728,0.09240828,0.09240828,0,0.0949,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w4|CAP_10PCT,ecom,1,10,DISJOINT,4,CAP_10PCT,10000,4,0.01,949,0.0949,0.052,56.79,56.38,9.73208,0.970728,0.924083,0.948606,0.948606,0.924083,0.95195,0.09495,1.0,1.05048,10.53161,0.0,9.53161,0.05048,-2.354381,-0.049245,3727256,372660,353546,0.0008,40000,4000,3796,0.973208,0.0970728,0.09240828,0.09240828,0,0.0949,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|DISJOINT|w4|CELL,ecom,1,10,DISJOINT,4,CELL,10000,4,0.01,949,0.0949,0.052,56.79,56.38,9.73208,0.970728,0.973928,0.972997,0.972997,0.924083,1.0033,0.10007,1.05394,1.05048,10.53161,0.05394,9.53161,0.05048,-2.301846,0.003291,3727256,372660,372660,0.0008,40000,4000,4000,0.973208,0.0970728,0.0973928,0.09240828,0,0.0109,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w1|WORKLOAD,ecom,1,10,OVERLAP,1,WORKLOAD,10000,1,0.01,537,0.0537,2.263,56.79,56.12,2.596484,0.259846,0.140296,0.154235,0.154235,0.140296,0.53992,0.05403,1.0,1.85213,18.50717,0.0,17.50717,0.85213,-2.918158,-0.616334,1058958,105917,56895,0.0008,10000,1000,537,0.2596484,0.0259846,0.01402961,0.01402961,0,0.0537,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w1|CAP_10PCT,ecom,1,10,OVERLAP,1,CAP_10PCT,10000,1,0.01,537,0.0537,2.263,56.79,56.12,2.596484,0.259846,0.140296,0.154235,0.154235,0.140296,0.53992,0.05403,1.0,1.85213,18.50717,0.0,17.50717,0.85213,-2.918158,-0.616334,1058958,105917,56895,0.0008,10000,1000,537,0.2596484,0.0259846,0.01402961,0.01402961,0,0.0537,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w1|CELL,ecom,1,10,OVERLAP,1,CELL,10000,1,0.01,537,0.0537,2.263,56.79,56.12,2.596484,0.259846,0.260646,0.260569,0.260569,0.140296,1.00308,0.10038,1.85783,1.85213,18.50717,0.85783,17.50717,0.85213,-2.29875,0.003074,1058958,105917,105917,0.0008,10000,1000,1000,0.2596484,0.0259846,0.0260646,0.01402961,0,0.0092,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w2|WORKLOAD,ecom,1,10,OVERLAP,2,WORKLOAD,10000,2,0.01025,559,0.0559,2.211707,56.79,56.64,5.195016,0.531615,0.291103,0.319494,0.319494,0.291103,0.54758,0.05604,1.0,1.82621,17.84595,0.0,16.84595,0.82621,-2.881776,-0.602241,2011724,206137,112423,0.0008,20000,2050,1118,0.5195016,0.0531615,0.02911034,0.02911034,0,0.0559,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w2|CAP_10PCT,ecom,1,10,OVERLAP,2,CAP_10PCT,10000,2,0.01025,559,0.0559,2.211707,56.79,56.64,5.195016,0.531615,0.291103,0.319494,0.319494,0.291103,0.54758,0.05604,1.0,1.82621,17.84595,0.0,16.84595,0.82621,-2.881776,-0.602241,2011724,206137,112423,0.0008,20000,2050,1118,0.5195016,0.0531615,0.02911034,0.02911034,0,0.0559,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w2|CELL,ecom,1,10,OVERLAP,2,CELL,10000,2,0.01025,559,0.0559,2.211707,56.79,56.64,5.195016,0.531615,0.533255,0.533089,0.533089,0.291103,1.00308,0.10265,1.83184,1.82621,17.84595,0.83184,16.84595,0.82621,-2.276455,0.00308,2011724,206137,206137,0.0008,20000,2050,2050,0.5195016,0.0531615,0.0533255,0.02911034,0,0.0094,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w4|WORKLOAD,ecom,1,10,OVERLAP,4,WORKLOAD,10000,4,0.01005,544,0.0544,2.249751,56.79,56.14,9.73208,0.976726,0.531313,0.581533,0.581533,0.531313,0.54397,0.05459,1.0,1.83833,18.31704,0.0,17.31704,0.83833,-2.907832,-0.608855,3727256,375042,203302,0.0008,40000,4020,2176,0.973208,0.0976726,0.05313128,0.05313128,0,0.0544,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w4|CAP_10PCT,ecom,1,10,OVERLAP,4,CAP_10PCT,10000,4,0.01005,544,0.0544,2.249751,56.79,56.14,9.73208,0.976726,0.531313,0.581533,0.581533,0.531313,0.54397,0.05459,1.0,1.83833,18.31704,0.0,17.31704,0.83833,-2.907832,-0.608855,3727256,375042,203302,0.0008,40000,4020,2176,0.973208,0.0976726,0.05313128,0.05313128,0,0.0544,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|OVERLAP|w4|CELL,ecom,1,10,OVERLAP,4,CELL,10000,4,0.01005,544,0.0544,2.249751,56.79,56.14,9.73208,0.976726,0.979942,0.979616,0.979616,0.531313,1.00329,0.10069,1.84438,1.83833,18.31704,0.84438,17.31704,0.83833,-2.29569,0.003287,3727256,375042,375042,0.0008,40000,4020,4020,0.973208,0.0976726,0.0979942,0.05313128,0,0.0106,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w1|WORKLOAD,ecom,1,10,NESTED,1,WORKLOAD,10000,1,0.01036,191,0.0191,2.92278,56.79,56.95,2.596484,0.268394,0.050396,0.055346,0.055346,0.050396,0.18777,0.01941,1.0,5.32567,51.52132,0.0,50.52132,4.32567,-3.941996,-1.672538,1058958,109482,20226,0.0008,10000,1036,191,0.2596484,0.0268394,0.00503963,0.00503963,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w1|CAP_10PCT,ecom,1,10,NESTED,1,CAP_10PCT,10000,1,0.01036,191,0.0191,2.92278,56.79,56.95,2.596484,0.268394,0.050396,0.055346,0.055346,0.050396,0.18777,0.01941,1.0,5.32567,51.52132,0.0,50.52132,4.32567,-3.941996,-1.672538,1058958,109482,20226,0.0008,10000,1036,191,0.2596484,0.0268394,0.00503963,0.00503963,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w1|CELL,ecom,1,10,NESTED,1,CELL,10000,1,0.01036,191,0.0191,2.92278,56.79,56.95,2.596484,0.268394,0.269223,0.269208,0.269208,0.050396,1.00309,0.10369,5.34211,5.32567,51.52132,4.34211,50.52132,4.32567,-2.266374,0.003083,1058958,109482,109482,0.0008,10000,1036,1036,0.2596484,0.0268394,0.02692228,0.00503963,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w2|WORKLOAD,ecom,1,10,NESTED,2,WORKLOAD,10000,2,0.01036,191,0.0191,2.92278,56.79,56.95,5.195016,0.53634,0.100019,0.109904,0.109904,0.100019,0.18648,0.01925,1.0,5.3624,51.9405,0.0,50.9405,4.3624,-3.950099,-1.679412,2011724,207972,38419,0.0008,20000,2072,382,0.5195016,0.053634,0.01000186,0.01000186,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w2|CAP_10PCT,ecom,1,10,NESTED,2,CAP_10PCT,10000,2,0.01036,191,0.0191,2.92278,56.79,56.95,5.195016,0.53634,0.100019,0.109904,0.109904,0.100019,0.18648,0.01925,1.0,5.3624,51.9405,0.0,50.9405,4.3624,-3.950099,-1.679412,2011724,207972,38419,0.0008,20000,2072,382,0.5195016,0.053634,0.01000186,0.01000186,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w2|CELL,ecom,1,10,NESTED,2,CELL,10000,2,0.01036,191,0.0191,2.92278,56.79,56.95,5.195016,0.53634,0.537998,0.537967,0.537967,0.100019,1.00309,0.10356,5.37898,5.3624,51.9405,4.37898,50.9405,4.3624,-2.267601,0.003086,2011724,207972,207972,0.0008,20000,2072,2072,0.5195016,0.053634,0.05379976,0.01000186,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w4|WORKLOAD,ecom,1,10,NESTED,4,WORKLOAD,10000,4,0.01036,191,0.0191,2.92278,56.79,56.95,9.73208,1.003856,0.186657,0.205159,0.205159,0.186657,0.18594,0.01918,1.0,5.37807,52.13879,0.0,51.13879,4.37807,-3.953909,-1.68233,3727256,385268,71176,0.0008,40000,4144,764,0.973208,0.1003856,0.01866572,0.01866572,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w4|CAP_10PCT,ecom,1,10,NESTED,4,CAP_10PCT,10000,4,0.01036,191,0.0191,2.92278,56.79,56.95,9.73208,1.003856,0.186657,0.205159,0.205159,0.186657,0.18594,0.01918,1.0,5.37807,52.13879,0.0,51.13879,4.37807,-3.953909,-1.68233,3727256,385268,71176,0.0008,40000,4144,764,0.973208,0.1003856,0.01866572,0.01866572,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r10|NESTED|w4|CELL,ecom,1,10,NESTED,4,CELL,10000,4,0.01036,191,0.0191,2.92278,56.79,56.95,9.73208,1.003856,1.007171,1.00711,1.00711,0.186657,1.0033,0.10349,5.39583,5.37807,52.13879,4.39583,51.13879,4.37807,-2.268282,0.003297,3727256,385268,385268,0.0008,40000,4144,4144,0.973208,0.1003856,0.10071712,0.01866572,0,0.0191,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r50|DISJOINT|w1|WORKLOAD,ecom,1,50,DISJOINT,1,WORKLOAD,10000,1,0.01016,4014,0.4014,0.243307,56.79,57.25,2.599684,1.317838,1.045346,1.093791,1.093791,1.045346,0.79323,0.40211,1.0,1.26067,2.48691,0.0,1.48691,0.26067,-0.911042,-0.231644,1058958,537521,424688,0.004,10000,5080,4014,0.05199368,0.02635676,0.02090692,0.02090692,0,0.4014,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s1|r50|DISJOINT|w1|CAP_10PCT,ecom,1,50,DISJOINT,1,CAP_10PCT,10000,1,0.01016,4014,0.4014,0.243307,56.79,57.25,2.599684,1.317838,1.212519,1.214647,1.214647,1.045346,0.92008,0.46641,1.15992,1.26067,2.48691,0.15992,1.48691,0.26067,-0.76269,-0.083293,1058958,537521,492827,0.004,10000,5080,4659,0.05199368,0.02635676,0.02425037,0.02090692,3659,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
