cell,domain,s,reuse,pattern,width,scope,n_rows,n_caps,realized_s,union_rows,union_share,overlap_ratio,mean_payload_len,survivor_payload_len,A,B,C,CBO,D,O,C_over_B,C_over_A,C_over_O,B_over_O,A_over_O,regret_C,regret_A,regret_B,logr_C_A,logr_C_B,tokens_A,tokens_B,tokens_C,tokens_O,rows_A,rows_B,rows_C,amort_A,amort_B,amort_C,amort_O,evictions_C,cov_C,quality_note
ecom|s10|r50|OVERLAP|w1|WORKLOAD,ecom,10,50,OVERLAP,1,WORKLOAD,10000,1,0.10065,9263,0.9263,13.511237,56.79,56.84,2.599684,13.030442,2.408572,2.665554,2.665554,2.408572,0.18484,0.92649,1.0,5.41003,1.07935,0.0,0.07935,4.41003,-0.076356,-1.688254,1058958,5331148,981037,0.004,10000,50323,9263,0.05199368,0.26060883,0.04817144,0.04817144,0,0.9263,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w1|CAP_10PCT,ecom,10,50,OVERLAP,1,CAP_10PCT,10000,1,0.10065,9263,0.9263,13.511237,56.79,56.84,2.599684,13.030442,10.333861,10.374995,93.912268,2.408572,0.79306,3.97504,4.29045,5.41003,1.07935,3.29045,0.07935,4.41003,1.380036,-0.231862,1058958,5331148,4214490,0.004,10000,50323,39785,0.05199368,0.26060883,0.20667721,0.04817144,38785,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w1|CELL,ecom,10,50,OVERLAP,1,CELL,10000,1,0.10065,9263,0.9263,13.511237,56.79,56.84,2.599684,13.030442,13.0707,13.069869,94.767488,2.408572,1.00309,5.0278,5.42674,5.41003,1.07935,4.42674,0.07935,4.41003,1.614983,0.003085,1058958,5331148,5331148,0.004,10000,50323,50323,0.05199368,0.26060883,0.261414,0.04817144,0,0.0978,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w2|WORKLOAD,ecom,10,50,OVERLAP,2,WORKLOAD,10000,2,0.09982,9233,0.9233,13.600144,56.79,56.86,5.198216,25.85594,4.7999,5.292095,5.292095,4.7999,0.18564,0.92337,1.0,5.38677,1.08298,0.0,0.08298,4.38677,-0.07972,-1.683945,2011724,10044016,1857529,0.004,20000,99816,18466,0.10396432,0.5171188,0.095998,0.095998,0,0.9233,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w2|CAP_10PCT,ecom,10,50,OVERLAP,2,CAP_10PCT,10000,2,0.09982,9233,0.9233,13.600144,56.79,56.86,5.198216,25.85594,18.102666,18.330525,188.390086,4.7999,0.70014,3.48248,3.77147,5.38677,1.08298,2.77147,0.08298,4.38677,1.247744,-0.356481,2011724,10044016,7008124,0.004,20000,99816,69675,0.10396432,0.5171188,0.36205331,0.095998,67675,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w2|CELL,ecom,10,50,OVERLAP,2,CELL,10000,2,0.09982,9233,0.9233,13.600144,56.79,56.86,5.198216,25.85594,25.935793,25.934202,189.637699,4.7999,1.00309,4.98936,5.4034,5.38677,1.08298,4.4034,0.08298,4.38677,1.607308,0.003084,2011724,10044016,10044016,0.004,20000,99816,99816,0.10396432,0.5171188,0.51871586,0.095998,0,0.1031,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w4|WORKLOAD,ecom,10,50,OVERLAP,4,WORKLOAD,10000,4,0.10087,9276,0.9276,13.483781,56.79,57.39,9.73528,48.939928,9.029807,9.997331,9.997331,9.029807,0.18451,0.92753,1.0,5.41982,1.07813,0.0,0.07813,4.41982,-0.075225,-1.690063,3727256,18806942,3456902,0.004,40000,201736,37104,0.1947056,0.97879856,0.18059614,0.18059614,0,0.9276,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w4|CAP_10PCT,ecom,10,50,OVERLAP,4,CAP_10PCT,10000,4,0.10087,9276,0.9276,13.483781,56.79,57.39,9.73528,48.939928,40.79963,40.796327,363.089581,9.029807,0.83367,4.1909,4.51833,5.41982,1.07813,3.51833,0.07813,4.41982,1.432917,-0.181921,3727256,18806942,15621176,0.004,40000,201736,167675,0.1947056,0.97879856,0.81599259,0.18059614,163675,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|OVERLAP|w4|CELL,ecom,10,50,OVERLAP,4,CELL,10000,4,0.10087,9276,0.9276,13.483781,56.79,57.39,9.73528,48.939928,49.101317,49.098014,364.115017,9.029807,1.0033,5.04365,5.43769,5.41982,1.07813,4.43769,0.07813,4.41982,1.618129,0.003292,3727256,18806942,18806942,0.004,40000,201736,201736,0.1947056,0.97879856,0.98202634,0.18059614,0,0.1021,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w1|WORKLOAD,ecom,10,50,NESTED,1,WORKLOAD,10000,1,0.10341,2019,0.2019,16.38255,56.79,55.19,2.599684,13.379025,0.527805,0.537401,2.609281,0.527805,0.03945,0.20303,1.0,25.34844,4.92547,0.0,3.92547,24.34844,-1.594419,-3.232717,1058958,5475055,213778,0.004,10000,51703,2019,0.05199368,0.26758051,0.01055609,0.01055609,0,0.2019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w1|CAP_10PCT,ecom,10,50,NESTED,1,CAP_10PCT,10000,1,0.10341,2019,0.2019,16.38255,56.79,55.19,2.599684,13.379025,10.233536,10.243132,60.499333,0.527805,0.76489,3.93645,19.38887,25.34844,4.92547,18.38887,3.92547,24.34844,1.37028,-0.268018,1058958,5475055,4174649,0.004,10000,51703,39420,0.05199368,0.26758051,0.20467072,0.01055609,38420,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w1|CELL,ecom,10,50,NESTED,1,CELL,10000,1,0.10341,2019,0.2019,16.38255,56.79,55.19,2.599684,13.379025,13.420388,13.420358,63.676559,0.527805,1.00309,5.16232,25.42681,25.34844,4.92547,24.42681,3.92547,24.34844,1.641385,0.003087,1058958,5475055,5475055,0.004,10000,51703,51703,0.05199368,0.26758051,0.26840776,0.01055609,0,0.2019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w2|WORKLOAD,ecom,10,50,NESTED,2,WORKLOAD,10000,2,0.10341,2019,0.2019,16.38255,56.79,55.19,5.198216,26.774665,1.052503,1.07167,5.217383,1.052503,0.03931,0.20247,1.0,25.43903,4.93891,0.0,3.93891,24.43903,-1.597144,-3.236285,2011724,10402047,406169,0.004,20000,103406,4038,0.10396432,0.5354933,0.02105007,0.02105007,0,0.2019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w2|CAP_10PCT,ecom,10,50,NESTED,2,CAP_10PCT,10000,2,0.10341,2019,0.2019,16.38255,56.79,55.19,5.198216,26.774665,20.456217,20.475384,121.038635,1.052503,0.76401,3.93524,19.43577,25.43903,4.93891,18.43577,3.93891,24.43903,1.369971,-0.269169,2011724,10402047,7921245,0.004,20000,103406,78753,0.10396432,0.5354933,0.40912434,0.02105007,76753,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w2|CELL,ecom,10,50,NESTED,2,CELL,10000,2,0.10341,2019,0.2019,16.38255,56.79,55.19,5.198216,26.774665,26.85739,26.857331,127.420582,1.052503,1.00309,5.16666,25.51763,25.43903,4.93891,24.51763,3.93891,24.43903,1.642226,0.003085,2011724,10402047,10402047,0.004,20000,103406,103406,0.10396432,0.5354933,0.5371478,0.02105007,0,0.2019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w4|WORKLOAD,ecom,10,50,NESTED,4,WORKLOAD,10000,4,0.10341,2019,0.2019,16.38255,56.79,55.19,9.73528,50.153546,1.968647,2.004513,9.771146,1.968647,0.03925,0.20222,1.0,25.47615,4.94516,0.0,3.94516,24.47615,-1.59841,-3.237743,3727256,19273674,752590,0.004,40000,206812,8076,0.1947056,1.00307092,0.03937294,0.03937294,0,0.2019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w4|CAP_10PCT,ecom,10,50,NESTED,4,CAP_10PCT,10000,4,0.10341,2019,0.2019,16.38255,56.79,55.19,9.73528,50.153546,38.238095,38.273961,226.673383,1.968647,0.76242,3.92779,19.42354,25.47615,4.94516,18.42354,3.94516,24.47615,1.368076,-0.271257,3727256,19273674,14640931,0.004,40000,206812,157201,0.1947056,1.00307092,0.76476191,0.03937294,153201,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r50|NESTED|w4|CELL,ecom,10,50,NESTED,4,CELL,10000,4,0.10341,2019,0.2019,16.38255,56.79,55.19,9.73528,50.153546,50.318996,50.318877,238.718299,1.968647,1.0033,5.16873,25.56019,25.47615,4.94516,24.56019,3.94516,24.47615,1.642626,0.003293,3727256,19273674,19273674,0.004,40000,206812,206812,0.1947056,1.00307092,1.00637991,0.03937294,0,0.2019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w1|WORKLOAD,ecom,10,100,DISJOINT,1,WORKLOAD,10000,1,0.09986,10000,1.0,4.942823,56.79,56.93,2.603684,25.847939,2.603684,2.855182,2.855182,2.603684,0.10073,1.0,1.0,9.92745,1.0,0.0,0.0,8.92745,0.0,-2.295303,1058958,10573679,1058958,0.008,10000,99865,10000,0.02603684,0.25847939,0.02603684,0.02603684,0,1.0,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w1|CAP_10PCT,ecom,10,100,DISJOINT,1,CAP_10PCT,10000,1,0.09986,10000,1.0,4.942823,56.79,56.93,2.603684,25.847939,24.587082,24.601724,224.361137,2.603684,0.95122,9.44319,9.44319,9.92745,1.0,8.44319,0.0,8.92745,2.245294,-0.05001,1058958,10573679,10026852,0.008,10000,99865,94703,0.02603684,0.25847939,0.24587082,0.02603684,93703,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w1|CELL,ecom,10,100,DISJOINT,1,CELL,10000,1,0.09986,10000,1.0,4.942823,56.79,56.93,2.603684,25.847939,25.92783,25.927054,224.525206,2.603684,1.00309,9.95813,9.95813,9.92745,1.0,8.95813,0.0,8.92745,2.29839,0.003086,1058958,10573679,10573679,0.008,10000,99865,99865,0.02603684,0.25847939,0.25927831,0.02603684,0,0.0985,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w2|WORKLOAD,ecom,10,100,DISJOINT,2,WORKLOAD,10000,2,0.09944,10000,1.0,4.920759,56.79,56.67,5.202216,51.505137,5.202216,5.700505,5.700505,5.202216,0.101,1.0,1.0,9.90061,1.0,0.0,0.0,8.90061,0.0,-2.292597,2011724,20007237,2011724,0.008,20000,198886,20000,0.05202216,0.51505137,0.05202216,0.05202216,0,1.0,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w2|CAP_10PCT,ecom,10,100,DISJOINT,2,CAP_10PCT,10000,2,0.09944,10000,1.0,4.920759,56.79,56.67,5.202216,51.505137,48.691105,48.738152,449.093883,5.202216,0.94536,9.35969,9.35969,9.90061,1.0,8.35969,0.0,8.90061,2.236412,-0.056185,2011724,20007237,18855821,0.008,20000,198886,187433,0.05202216,0.51505137,0.48691105,0.05202216,185433,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w2|CELL,ecom,10,100,DISJOINT,2,CELL,10000,2,0.09944,10000,1.0,4.920759,56.79,56.67,5.202216,51.505137,51.664246,51.662705,449.342104,5.202216,1.00309,9.9312,9.9312,9.90061,1.0,8.9312,0.0,8.90061,2.295681,0.003084,2011724,20007237,20007237,0.008,20000,198886,198886,0.05202216,0.51505137,0.51664246,0.05202216,0,0.0942,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w4|WORKLOAD,ecom,10,100,DISJOINT,4,WORKLOAD,10000,4,0.09995,10000,1.0,4.950485,56.79,56.61,9.73928,96.953268,9.73928,10.691516,10.691516,9.73928,0.10045,1.0,1.0,9.95487,1.0,0.0,0.0,8.95487,0.0,-2.298062,3727256,37253812,3727256,0.008,40000,399800,40000,0.0973928,0.96953268,0.0973928,0.0973928,0,1.0,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w4|CAP_10PCT,ecom,10,100,DISJOINT,4,CAP_10PCT,10000,4,0.09995,10000,1.0,4.950485,56.79,56.61,9.73928,96.953268,92.58471,92.664585,840.910817,9.73928,0.95494,9.50632,9.50632,9.95487,1.0,8.50632,0.0,8.95487,2.251957,-0.046105,3727256,37253812,35458906,0.008,40000,399800,380555,0.0973928,0.96953268,0.92584709,0.0973928,376555,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|DISJOINT|w4|CELL,ecom,10,100,DISJOINT,4,CELL,10000,4,0.09995,10000,1.0,4.950485,56.79,56.61,9.73928,96.953268,97.273108,97.269966,841.619308,9.73928,1.0033,9.98771,9.98771,9.95487,1.0,8.98771,0.0,8.95487,2.301355,0.003293,3727256,37253812,37253812,0.008,40000,399800,399800,0.0973928,0.96953268,0.97273108,0.0973928,0,0.0992,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w1|WORKLOAD,ecom,10,100,OVERLAP,1,WORKLOAD,10000,1,0.10079,9948,0.9948,27.263101,56.79,56.84,2.603684,26.099189,2.590264,2.857769,2.857769,2.590264,0.09925,0.99485,1.0,10.07588,1.00518,0.0,0.00518,9.07588,-0.005167,-2.310144,1058958,10677873,1053478,0.008,10000,100790,9948,0.02603684,0.26099189,0.02590264,0.02590264,0,0.9948,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w1|CAP_10PCT,ecom,10,100,OVERLAP,1,CAP_10PCT,10000,1,0.10079,9948,0.9948,27.263101,56.79,56.84,2.603684,26.099189,20.694861,20.735995,223.700468,2.590264,0.79293,7.9483,7.98948,10.07588,1.00518,6.98948,0.00518,9.07588,2.072958,-0.232019,1058958,10677873,8439959,0.008,10000,100790,79673,0.02603684,0.26099189,0.20694861,0.02590264,78673,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w1|CELL,ecom,10,100,OVERLAP,1,CELL,10000,1,0.10079,9948,0.9948,27.263101,56.79,56.84,2.603684,26.099189,26.179821,26.178991,224.555688,2.590264,1.00309,10.05491,10.10701,10.07588,1.00518,9.10701,0.00518,9.07588,2.308062,0.003085,1058958,10677873,10677873,0.008,10000,100790,100790,0.02603684,0.26099189,0.26179821,0.02590264,0,0.1019,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w2|WORKLOAD,ecom,10,100,OVERLAP,2,WORKLOAD,10000,2,0.10046,9943,0.9943,27.32754,56.79,56.86,5.202216,52.047084,5.172586,5.686607,5.686607,5.172586,0.09938,0.9943,1.0,10.0621,1.00573,0.0,0.00573,9.0621,-0.005712,-2.308776,2011724,20218050,2000237,0.008,20000,200928,19886,0.05202216,0.52047084,0.05172586,0.05172586,0,0.9943,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w2|CAP_10PCT,ecom,10,100,OVERLAP,2,CAP_10PCT,10000,2,0.10046,9943,0.9943,27.32754,56.79,56.86,5.202216,52.047084,40.786051,41.013911,448.104886,5.172586,0.78364,7.84013,7.88504,10.0621,1.00573,6.88504,0.00573,9.0621,2.059255,-0.243809,2011724,20218050,15793294,0.008,20000,200928,156978,0.05202216,0.52047084,0.40786051,0.05172586,154978,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w2|CELL,ecom,10,100,OVERLAP,2,CELL,10000,2,0.10046,9943,0.9943,27.32754,56.79,56.86,5.202216,52.047084,52.207826,52.206236,449.352499,5.172586,1.00309,10.03569,10.09318,10.0621,1.00573,9.09318,0.00573,9.0621,2.306148,0.003084,2011724,20218050,20218050,0.008,20000,200928,200928,0.05202216,0.52047084,0.52207826,0.05172586,0,0.1031,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w4|WORKLOAD,ecom,10,100,OVERLAP,4,WORKLOAD,10000,4,0.10081,9939,0.9939,27.253264,56.79,57.39,9.73928,97.818872,9.679987,10.681872,10.681872,9.679987,0.09896,0.99391,1.0,10.10527,1.00613,0.0,0.00613,9.10527,-0.006107,-2.313057,3727256,37590300,3704536,0.008,40000,403232,39756,0.0973928,0.97818872,0.09679987,0.09679987,0,0.9939,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w4|CAP_10PCT,ecom,10,100,OVERLAP,4,CAP_10PCT,10000,4,0.10081,9939,0.9939,27.253264,56.79,57.39,9.73928,97.818872,82.075361,82.072058,849.657581,9.679987,0.83905,8.42725,8.47887,10.10527,1.00613,7.47887,0.00613,9.10527,2.131471,-0.17548,3727256,37590300,31430885,0.008,40000,403232,337205,0.0973928,0.97818872,0.82075361,0.09679987,333205,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|OVERLAP|w4|CELL,ecom,10,100,OVERLAP,4,CELL,10000,4,0.10081,9939,0.9939,27.253264,56.79,57.39,9.73928,97.818872,98.141458,98.138155,850.683017,9.679987,1.0033,10.07687,10.13859,10.10527,1.00613,9.13859,0.00613,9.10527,2.310243,0.003292,3727256,37590300,37590300,0.008,40000,403232,403232,0.0973928,0.97818872,0.98141458,0.09679987,0,0.1014,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w1|WORKLOAD,ecom,10,100,NESTED,1,WORKLOAD,10000,1,0.10344,2037,0.2037,33.105205,56.79,56.95,2.603684,26.766244,0.53653,0.54148,2.608633,0.53653,0.02005,0.20607,1.0,49.88768,4.85282,0.0,3.85282,48.88768,-1.57956,-3.909774,1058958,10953423,215701,0.008,10000,103436,2037,0.02603684,0.26766244,0.0053653,0.0053653,0,0.2037,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w1|CAP_10PCT,ecom,10,100,NESTED,1,CAP_10PCT,10000,1,0.10344,2037,0.2037,33.105205,56.79,56.95,2.603684,26.766244,20.369085,20.374034,163.729303,0.53653,0.761,7.82318,37.96448,49.88768,4.85282,36.96448,3.85282,48.88768,2.057091,-0.273123,1058958,10953423,8309262,0.008,10000,103436,78462,0.02603684,0.26766244,0.20369085,0.0053653,77462,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w1|CELL,ecom,10,100,NESTED,1,CELL,10000,1,0.10344,2037,0.2037,33.105205,56.79,56.95,2.603684,26.766244,26.848993,26.848978,167.32411,0.53653,1.00309,10.31192,50.04191,49.88768,4.85282,49.04191,3.85282,48.88768,2.333301,0.003087,1058958,10953423,10953423,0.008,10000,103436,103436,0.02603684,0.26766244,0.26848993,0.0053653,0,0.2037,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w2|WORKLOAD,ecom,10,100,NESTED,2,WORKLOAD,10000,2,0.10344,2037,0.2037,33.105205,56.79,56.95,5.202216,53.565488,1.06593,1.075815,5.212101,1.06593,0.0199,0.2049,1.0,50.25234,4.88045,0.0,3.88045,49.25234,-1.585237,-3.917057,2011724,20810362,409819,0.008,20000,206872,4074,0.05202216,0.53565488,0.0106593,0.0106593,0,0.2037,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w2|CAP_10PCT,ecom,10,100,NESTED,2,CAP_10PCT,10000,2,0.10344,2037,0.2037,33.105205,56.79,56.95,5.202216,53.565488,40.855384,40.865269,327.632254,1.06593,0.76272,7.85346,38.32839,50.25234,4.88045,37.32839,3.88045,49.25234,2.060954,-0.270866,2011724,20810362,15819659,0.008,20000,206872,157285,0.05202216,0.53565488,0.40855385,0.0106593,155285,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w2|CELL,ecom,10,100,NESTED,2,CELL,10000,2,0.10344,2037,0.2037,33.105205,56.79,56.95,5.202216,53.565488,53.730986,53.730955,334.824151,1.06593,1.00309,10.32848,50.4076,50.25234,4.88045,49.4076,3.88045,49.25234,2.334905,0.003085,2011724,20810362,20810362,0.008,20000,206872,206872,0.05202216,0.53565488,0.53730986,0.0106593,0,0.2037,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w4|WORKLOAD,ecom,10,100,NESTED,4,WORKLOAD,10000,4,0.10344,2037,0.2037,33.105205,56.79,56.95,9.73928,100.3372,1.990288,2.00879,9.757782,1.990288,0.01984,0.20436,1.0,50.4134,4.8934,0.0,3.8934,49.4134,-1.587888,-3.920257,3727256,38558956,759352,0.008,40000,413744,8148,0.0973928,1.003372,0.01990288,0.01990288,0,0.2037,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w4|CAP_10PCT,ecom,10,100,NESTED,4,CAP_10PCT,10000,4,0.10344,2037,0.2037,33.105205,56.79,56.95,9.73928,100.3372,76.491597,76.510099,613.80877,1.990288,0.76235,7.85393,38.43242,50.4134,4.8934,37.43242,3.8934,49.4134,2.061014,-0.271356,3727256,38558956,29294389,0.008,40000,413744,314298,0.0973928,1.003372,0.76491597,0.01990288,310298,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s10|r100|NESTED|w4|CELL,ecom,10,100,NESTED,4,CELL,10000,4,0.10344,2037,0.2037,33.105205,56.79,56.95,9.73928,100.3372,100.668195,100.668134,627.280961,1.990288,1.0033,10.33631,50.5797,50.4134,4.8934,49.5797,3.8934,49.4134,2.335663,0.003293,3727256,38558956,38558956,0.008,40000,413744,413744,0.0973928,1.003372,1.00668195,0.01990288,0,0.2037,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w1|WORKLOAD,ecom,25,1,DISJOINT,1,WORKLOAD,10000,1,0.2486,2486,0.2486,0.0,56.79,56.92,2.595764,0.643665,0.645654,0.643665,0.643665,0.643665,1.00309,0.24873,1.00309,1.0,4.03279,0.00309,3.03279,0.0,-1.391373,0.003085,1058958,263403,263403,8e-05,10000,2486,2486,2.595764,0.643665,0.6456538,0.643665,0,0.2486,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w1|CAP_10PCT,ecom,25,1,DISJOINT,1,CAP_10PCT,10000,1,0.2486,2486,0.2486,0.0,56.79,56.92,2.595764,0.643665,0.645654,0.643665,0.643665,0.643665,1.00309,0.24873,1.00309,1.0,4.03279,0.00309,3.03279,0.0,-1.391373,0.003085,1058958,263403,263403,8e-05,10000,2486,2486,2.595764,0.643665,0.6456538,0.643665,1486,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w1|CELL,ecom,25,1,DISJOINT,1,CELL,10000,1,0.2486,2486,0.2486,0.0,56.79,56.92,2.595764,0.643665,0.645654,0.643665,0.643665,0.643665,1.00309,0.24873,1.00309,1.0,4.03279,0.00309,3.03279,0.0,-1.391373,0.003085,1058958,263403,263403,8e-05,10000,2486,2486,2.595764,0.643665,0.6456538,0.643665,0,0.2486,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w2|WORKLOAD,ecom,25,1,DISJOINT,2,WORKLOAD,10000,2,0.2469,2469,0.2469,0.0,56.79,56.66,5.194296,1.278107,1.282057,1.278107,1.278107,1.278107,1.00309,0.24682,1.00309,1.0,4.06405,0.00309,3.06405,0.0,-1.399095,0.003086,2011724,496437,496437,8e-05,20000,4938,4938,5.194296,1.278107,1.2820574,1.278107,0,0.2469,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w2|CAP_10PCT,ecom,25,1,DISJOINT,2,CAP_10PCT,10000,2,0.2469,2469,0.2469,0.0,56.79,56.66,5.194296,1.278107,1.282057,1.278107,1.278107,1.278107,1.00309,0.24682,1.00309,1.0,4.06405,0.00309,3.06405,0.0,-1.399095,0.003086,2011724,496437,496437,8e-05,20000,4938,4938,5.194296,1.278107,1.2820574,1.278107,2938,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w2|CELL,ecom,25,1,DISJOINT,2,CELL,10000,2,0.2469,2469,0.2469,0.0,56.79,56.66,5.194296,1.278107,1.282057,1.278107,1.278107,1.278107,1.00309,0.24682,1.00309,1.0,4.06405,0.00309,3.06405,0.0,-1.399095,0.003086,2011724,496437,496437,8e-05,20000,4938,4938,5.194296,1.278107,1.2820574,1.278107,0,0.2469,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w4|WORKLOAD,ecom,25,1,DISJOINT,4,WORKLOAD,10000,4,0.2493,2493,0.2493,0.0,56.79,56.8,9.73136,2.41677,2.424748,2.41677,2.41677,2.41677,1.0033,0.24917,1.0033,1.0,4.0266,0.0033,3.0266,0.0,-1.389626,0.003295,3727256,928636,928636,8e-05,40000,9972,9972,9.73136,2.41677,2.4247476,2.41677,0,0.2493,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w4|CAP_10PCT,ecom,25,1,DISJOINT,4,CAP_10PCT,10000,4,0.2493,2493,0.2493,0.0,56.79,56.8,9.73136,2.41677,2.424748,2.41677,2.41677,2.41677,1.0033,0.24917,1.0033,1.0,4.0266,0.0033,3.0266,0.0,-1.389626,0.003295,3727256,928636,928636,8e-05,40000,9972,9972,9.73136,2.41677,2.4247476,2.41677,5972,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|DISJOINT|w4|CELL,ecom,25,1,DISJOINT,4,CELL,10000,4,0.2493,2493,0.2493,0.0,56.79,56.8,9.73136,2.41677,2.424748,2.41677,2.41677,2.41677,1.0033,0.24917,1.0033,1.0,4.0266,0.0033,3.0266,0.0,-1.389626,0.003295,3727256,928636,928636,8e-05,40000,9972,9972,9.73136,2.41677,2.4247476,2.41677,0,0.2493,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|OVERLAP|w1|WORKLOAD,ecom,25,1,OVERLAP,1,WORKLOAD,10000,1,0.2355,2355,0.2355,0.0,56.79,56.75,2.595764,0.609137,0.611021,0.609137,0.609137,0.609137,1.00309,0.23539,1.00309,1.0,4.26138,0.00309,3.26138,0.0,-1.446504,0.003088,1058958,249268,249268,8e-05,10000,2355,2355,2.595764,0.6091375,0.6110215,0.6091375,0,0.2355,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
ecom|s25|r1|OVERLAP|w1|CAP_10PCT,ecom,25,1,OVERLAP,1,CAP_10PCT,10000,1,0.2355,2355,0.2355,0.0,56.79,56.75,2.595764,0.609137,0.611021,0.609137,0.609137,0.609137,1.00309,0.23539,1.00309,1.0,4.26138,0.00309,3.26138,0.0,-1.446504,0.003088,1058958,249268,249268,8e-05,10000,2355,2355,2.595764,0.6091375,0.6110215,0.6091375,1355,0.1,策略间质量恒定（同一 survivor → 同一 artifact → 同一答案）
