cell,scope,reuse,union_share,cap_share,pred_C_beats_A,actual_C_beats_A,correct
ecom|s10|r50|DISJOINT|w2|CELL,CELL,50,0.9954,0.02,0,0,1
ecom|s10|r50|DISJOINT|w4|WORKLOAD,WORKLOAD,50,0.9939,1.0,1,1,1
ecom|s10|r50|DISJOINT|w4|CAP_10PCT,CAP_10PCT,50,0.9939,0.1,0,0,1
ecom|s10|r50|DISJOINT|w4|CELL,CELL,50,0.9939,0.02,0,0,1
ecom|s10|r50|OVERLAP|w1|WORKLOAD,WORKLOAD,50,0.9263,1.0,1,1,1
ecom|s10|r50|OVERLAP|w1|CAP_10PCT,CAP_10PCT,50,0.9263,0.1,0,0,1
ecom|s10|r50|OVERLAP|w1|CELL,CELL,50,0.9263,0.02,0,0,1
ecom|s10|r50|OVERLAP|w2|WORKLOAD,WORKLOAD,50,0.9233,1.0,1,1,1
ecom|s10|r50|OVERLAP|w2|CAP_10PCT,CAP_10PCT,50,0.9233,0.1,0,0,1
ecom|s10|r50|OVERLAP|w2|CELL,CELL,50,0.9233,0.02,0,0,1
ecom|s10|r50|OVERLAP|w4|WORKLOAD,WORKLOAD,50,0.9276,1.0,1,1,1
ecom|s10|r50|OVERLAP|w4|CAP_10PCT,CAP_10PCT,50,0.9276,0.1,0,0,1
ecom|s10|r50|OVERLAP|w4|CELL,CELL,50,0.9276,0.02,0,0,1
ecom|s10|r50|NESTED|w1|WORKLOAD,WORKLOAD,50,0.2019,1.0,1,1,1
ecom|s10|r50|NESTED|w1|CAP_10PCT,CAP_10PCT,50,0.2019,0.1,0,0,1
ecom|s10|r50|NESTED|w1|CELL,CELL,50,0.2019,0.02,0,0,1
ecom|s10|r50|NESTED|w2|WORKLOAD,WORKLOAD,50,0.2019,1.0,1,1,1
ecom|s10|r50|NESTED|w2|CAP_10PCT,CAP_10PCT,50,0.2019,0.1,0,0,1
ecom|s10|r50|NESTED|w2|CELL,CELL,50,0.2019,0.02,0,0,1
ecom|s10|r50|NESTED|w4|WORKLOAD,WORKLOAD,50,0.2019,1.0,1,1,1
ecom|s10|r50|NESTED|w4|CAP_10PCT,CAP_10PCT,50,0.2019,0.1,0,0,1
ecom|s10|r50|NESTED|w4|CELL,CELL,50,0.2019,0.02,0,0,1
ecom|s10|r100|DISJOINT|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s10|r100|DISJOINT|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s10|r100|DISJOINT|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s10|r100|DISJOINT|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s10|r100|DISJOINT|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s10|r100|DISJOINT|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s10|r100|DISJOINT|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s10|r100|DISJOINT|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s10|r100|DISJOINT|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s10|r100|OVERLAP|w1|WORKLOAD,WORKLOAD,100,0.9948,1.0,1,1,1
ecom|s10|r100|OVERLAP|w1|CAP_10PCT,CAP_10PCT,100,0.9948,0.1,0,0,1
ecom|s10|r100|OVERLAP|w1|CELL,CELL,100,0.9948,0.01,0,0,1
ecom|s10|r100|OVERLAP|w2|WORKLOAD,WORKLOAD,100,0.9943,1.0,1,1,1
ecom|s10|r100|OVERLAP|w2|CAP_10PCT,CAP_10PCT,100,0.9943,0.1,0,0,1
ecom|s10|r100|OVERLAP|w2|CELL,CELL,100,0.9943,0.01,0,0,1
ecom|s10|r100|OVERLAP|w4|WORKLOAD,WORKLOAD,100,0.9939,1.0,1,1,1
ecom|s10|r100|OVERLAP|w4|CAP_10PCT,CAP_10PCT,100,0.9939,0.1,0,0,1
ecom|s10|r100|OVERLAP|w4|CELL,CELL,100,0.9939,0.01,0,0,1
ecom|s10|r100|NESTED|w1|WORKLOAD,WORKLOAD,100,0.2037,1.0,1,1,1
ecom|s10|r100|NESTED|w1|CAP_10PCT,CAP_10PCT,100,0.2037,0.1,0,0,1
ecom|s10|r100|NESTED|w1|CELL,CELL,100,0.2037,0.01,0,0,1
ecom|s10|r100|NESTED|w2|WORKLOAD,WORKLOAD,100,0.2037,1.0,1,1,1
ecom|s10|r100|NESTED|w2|CAP_10PCT,CAP_10PCT,100,0.2037,0.1,0,0,1
ecom|s10|r100|NESTED|w2|CELL,CELL,100,0.2037,0.01,0,0,1
ecom|s10|r100|NESTED|w4|WORKLOAD,WORKLOAD,100,0.2037,1.0,1,1,1
ecom|s10|r100|NESTED|w4|CAP_10PCT,CAP_10PCT,100,0.2037,0.1,0,0,1
ecom|s10|r100|NESTED|w4|CELL,CELL,100,0.2037,0.01,0,0,1
ecom|s25|r1|DISJOINT|w1|WORKLOAD,WORKLOAD,1,0.2486,1.0,1,1,1
ecom|s25|r1|DISJOINT|w1|CAP_10PCT,CAP_10PCT,1,0.2486,0.1,0,1,0
ecom|s25|r1|DISJOINT|w1|CELL,CELL,1,0.2486,1.0,1,1,1
ecom|s25|r1|DISJOINT|w2|WORKLOAD,WORKLOAD,1,0.2469,1.0,1,1,1
ecom|s25|r1|DISJOINT|w2|CAP_10PCT,CAP_10PCT,1,0.2469,0.1,0,1,0
ecom|s25|r1|DISJOINT|w2|CELL,CELL,1,0.2469,1.0,1,1,1
ecom|s25|r1|DISJOINT|w4|WORKLOAD,WORKLOAD,1,0.2493,1.0,1,1,1
ecom|s25|r1|DISJOINT|w4|CAP_10PCT,CAP_10PCT,1,0.2493,0.1,0,1,0
ecom|s25|r1|DISJOINT|w4|CELL,CELL,1,0.2493,1.0,1,1,1
ecom|s25|r1|OVERLAP|w1|WORKLOAD,WORKLOAD,1,0.2355,1.0,1,1,1
ecom|s25|r1|OVERLAP|w1|CAP_10PCT,CAP_10PCT,1,0.2355,0.1,0,1,0
ecom|s25|r1|OVERLAP|w1|CELL,CELL,1,0.2355,1.0,1,1,1
ecom|s25|r1|OVERLAP|w2|WORKLOAD,WORKLOAD,1,0.2355,1.0,1,1,1
ecom|s25|r1|OVERLAP|w2|CAP_10PCT,CAP_10PCT,1,0.2355,0.1,0,1,0
ecom|s25|r1|OVERLAP|w2|CELL,CELL,1,0.2355,1.0,1,1,1
ecom|s25|r1|OVERLAP|w4|WORKLOAD,WORKLOAD,1,0.2414,1.0,1,1,1
ecom|s25|r1|OVERLAP|w4|CAP_10PCT,CAP_10PCT,1,0.2414,0.1,0,1,0
ecom|s25|r1|OVERLAP|w4|CELL,CELL,1,0.2414,1.0,1,1,1
ecom|s25|r1|NESTED|w1|WORKLOAD,WORKLOAD,1,0.2511,1.0,1,1,1
ecom|s25|r1|NESTED|w1|CAP_10PCT,CAP_10PCT,1,0.2511,0.1,0,1,0
ecom|s25|r1|NESTED|w1|CELL,CELL,1,0.2511,1.0,1,1,1
ecom|s25|r1|NESTED|w2|WORKLOAD,WORKLOAD,1,0.2511,1.0,1,1,1
ecom|s25|r1|NESTED|w2|CAP_10PCT,CAP_10PCT,1,0.2511,0.1,0,1,0
ecom|s25|r1|NESTED|w2|CELL,CELL,1,0.2511,1.0,1,1,1
ecom|s25|r1|NESTED|w4|WORKLOAD,WORKLOAD,1,0.2511,1.0,1,1,1
ecom|s25|r1|NESTED|w4|CAP_10PCT,CAP_10PCT,1,0.2511,0.1,0,1,0
ecom|s25|r1|NESTED|w4|CELL,CELL,1,0.2511,1.0,1,1,1
ecom|s25|r10|DISJOINT|w1|WORKLOAD,WORKLOAD,10,0.9414,1.0,1,1,1
ecom|s25|r10|DISJOINT|w1|CAP_10PCT,CAP_10PCT,10,0.9414,0.1,0,0,1
ecom|s25|r10|DISJOINT|w1|CELL,CELL,10,0.9414,0.1,0,0,1
ecom|s25|r10|DISJOINT|w2|WORKLOAD,WORKLOAD,10,0.9445,1.0,1,1,1
ecom|s25|r10|DISJOINT|w2|CAP_10PCT,CAP_10PCT,10,0.9445,0.1,0,0,1
ecom|s25|r10|DISJOINT|w2|CELL,CELL,10,0.9445,0.1,0,0,1
ecom|s25|r10|DISJOINT|w4|WORKLOAD,WORKLOAD,10,0.944,1.0,1,1,1
ecom|s25|r10|DISJOINT|w4|CAP_10PCT,CAP_10PCT,10,0.944,0.1,0,0,1
ecom|s25|r10|DISJOINT|w4|CELL,CELL,10,0.944,0.1,0,0,1
ecom|s25|r10|OVERLAP|w1|WORKLOAD,WORKLOAD,10,0.7747,1.0,1,1,1
ecom|s25|r10|OVERLAP|w1|CAP_10PCT,CAP_10PCT,10,0.7747,0.1,0,0,1
ecom|s25|r10|OVERLAP|w1|CELL,CELL,10,0.7747,0.1,0,0,1
ecom|s25|r10|OVERLAP|w2|WORKLOAD,WORKLOAD,10,0.771,1.0,1,1,1
ecom|s25|r10|OVERLAP|w2|CAP_10PCT,CAP_10PCT,10,0.771,0.1,0,0,1
ecom|s25|r10|OVERLAP|w2|CELL,CELL,10,0.771,0.1,0,0,1
ecom|s25|r10|OVERLAP|w4|WORKLOAD,WORKLOAD,10,0.7644,1.0,1,1,1
ecom|s25|r10|OVERLAP|w4|CAP_10PCT,CAP_10PCT,10,0.7644,0.1,0,0,1
ecom|s25|r10|OVERLAP|w4|CELL,CELL,10,0.7644,0.1,0,0,1
ecom|s25|r10|NESTED|w1|WORKLOAD,WORKLOAD,10,0.456,1.0,1,1,1
ecom|s25|r10|NESTED|w1|CAP_10PCT,CAP_10PCT,10,0.456,0.1,0,0,1
ecom|s25|r10|NESTED|w1|CELL,CELL,10,0.456,0.1,0,0,1
ecom|s25|r10|NESTED|w2|WORKLOAD,WORKLOAD,10,0.456,1.0,1,1,1
ecom|s25|r10|NESTED|w2|CAP_10PCT,CAP_10PCT,10,0.456,0.1,0,0,1
ecom|s25|r10|NESTED|w2|CELL,CELL,10,0.456,0.1,0,0,1
ecom|s25|r10|NESTED|w4|WORKLOAD,WORKLOAD,10,0.456,1.0,1,1,1
ecom|s25|r10|NESTED|w4|CAP_10PCT,CAP_10PCT,10,0.456,0.1,0,0,1
ecom|s25|r10|NESTED|w4|CELL,CELL,10,0.456,0.1,0,0,1
ecom|s25|r50|DISJOINT|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s25|r50|DISJOINT|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s25|r50|DISJOINT|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s25|r50|DISJOINT|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s25|r50|DISJOINT|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s25|r50|DISJOINT|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s25|r50|DISJOINT|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s25|r50|DISJOINT|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s25|r50|DISJOINT|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s25|r50|OVERLAP|w1|WORKLOAD,WORKLOAD,50,0.9983,1.0,1,1,1
ecom|s25|r50|OVERLAP|w1|CAP_10PCT,CAP_10PCT,50,0.9983,0.1,0,0,1
ecom|s25|r50|OVERLAP|w1|CELL,CELL,50,0.9983,0.02,0,0,1
ecom|s25|r50|OVERLAP|w2|WORKLOAD,WORKLOAD,50,0.999,1.0,1,1,1
ecom|s25|r50|OVERLAP|w2|CAP_10PCT,CAP_10PCT,50,0.999,0.1,0,0,1
ecom|s25|r50|OVERLAP|w2|CELL,CELL,50,0.999,0.02,0,0,1
ecom|s25|r50|OVERLAP|w4|WORKLOAD,WORKLOAD,50,0.9989,1.0,1,1,1
ecom|s25|r50|OVERLAP|w4|CAP_10PCT,CAP_10PCT,50,0.9989,0.1,0,0,1
ecom|s25|r50|OVERLAP|w4|CELL,CELL,50,0.9989,0.02,0,0,1
ecom|s25|r50|NESTED|w1|WORKLOAD,WORKLOAD,50,0.4848,1.0,1,1,1
ecom|s25|r50|NESTED|w1|CAP_10PCT,CAP_10PCT,50,0.4848,0.1,0,0,1
ecom|s25|r50|NESTED|w1|CELL,CELL,50,0.4848,0.02,0,0,1
ecom|s25|r50|NESTED|w2|WORKLOAD,WORKLOAD,50,0.4848,1.0,1,1,1
ecom|s25|r50|NESTED|w2|CAP_10PCT,CAP_10PCT,50,0.4848,0.1,0,0,1
ecom|s25|r50|NESTED|w2|CELL,CELL,50,0.4848,0.02,0,0,1
ecom|s25|r50|NESTED|w4|WORKLOAD,WORKLOAD,50,0.4848,1.0,1,1,1
ecom|s25|r50|NESTED|w4|CAP_10PCT,CAP_10PCT,50,0.4848,0.1,0,0,1
ecom|s25|r50|NESTED|w4|CELL,CELL,50,0.4848,0.02,0,0,1
ecom|s25|r100|DISJOINT|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s25|r100|DISJOINT|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s25|r100|DISJOINT|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s25|r100|DISJOINT|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s25|r100|DISJOINT|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s25|r100|DISJOINT|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s25|r100|DISJOINT|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s25|r100|DISJOINT|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s25|r100|DISJOINT|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s25|r100|OVERLAP|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s25|r100|OVERLAP|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s25|r100|OVERLAP|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s25|r100|OVERLAP|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s25|r100|OVERLAP|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s25|r100|OVERLAP|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s25|r100|OVERLAP|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s25|r100|OVERLAP|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s25|r100|OVERLAP|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s25|r100|NESTED|w1|WORKLOAD,WORKLOAD,100,0.4895,1.0,1,1,1
ecom|s25|r100|NESTED|w1|CAP_10PCT,CAP_10PCT,100,0.4895,0.1,0,0,1
ecom|s25|r100|NESTED|w1|CELL,CELL,100,0.4895,0.01,0,0,1
ecom|s25|r100|NESTED|w2|WORKLOAD,WORKLOAD,100,0.4895,1.0,1,1,1
ecom|s25|r100|NESTED|w2|CAP_10PCT,CAP_10PCT,100,0.4895,0.1,0,0,1
ecom|s25|r100|NESTED|w2|CELL,CELL,100,0.4895,0.01,0,0,1
ecom|s25|r100|NESTED|w4|WORKLOAD,WORKLOAD,100,0.4895,1.0,1,1,1
ecom|s25|r100|NESTED|w4|CAP_10PCT,CAP_10PCT,100,0.4895,0.1,0,0,1
ecom|s25|r100|NESTED|w4|CELL,CELL,100,0.4895,0.01,0,0,1
ecom|s50|r1|DISJOINT|w1|WORKLOAD,WORKLOAD,1,0.4983,1.0,1,1,1
ecom|s50|r1|DISJOINT|w1|CAP_10PCT,CAP_10PCT,1,0.4983,0.1,0,1,0
ecom|s50|r1|DISJOINT|w1|CELL,CELL,1,0.4983,1.0,1,1,1
ecom|s50|r1|DISJOINT|w2|WORKLOAD,WORKLOAD,1,0.4947,1.0,1,1,1
ecom|s50|r1|DISJOINT|w2|CAP_10PCT,CAP_10PCT,1,0.4947,0.1,0,1,0
ecom|s50|r1|DISJOINT|w2|CELL,CELL,1,0.4947,1.0,1,1,1
ecom|s50|r1|DISJOINT|w4|WORKLOAD,WORKLOAD,1,0.4859,1.0,1,1,1
ecom|s50|r1|DISJOINT|w4|CAP_10PCT,CAP_10PCT,1,0.4859,0.1,0,1,0
ecom|s50|r1|DISJOINT|w4|CELL,CELL,1,0.4859,1.0,1,1,1
ecom|s50|r1|OVERLAP|w1|WORKLOAD,WORKLOAD,1,0.4429,1.0,1,1,1
ecom|s50|r1|OVERLAP|w1|CAP_10PCT,CAP_10PCT,1,0.4429,0.1,0,1,0
ecom|s50|r1|OVERLAP|w1|CELL,CELL,1,0.4429,1.0,1,1,1
ecom|s50|r1|OVERLAP|w2|WORKLOAD,WORKLOAD,1,0.4364,1.0,1,1,1
ecom|s50|r1|OVERLAP|w2|CAP_10PCT,CAP_10PCT,1,0.4364,0.1,0,1,0
ecom|s50|r1|OVERLAP|w2|CELL,CELL,1,0.4364,1.0,1,1,1
ecom|s50|r1|OVERLAP|w4|WORKLOAD,WORKLOAD,1,0.4385,1.0,1,1,1
ecom|s50|r1|OVERLAP|w4|CAP_10PCT,CAP_10PCT,1,0.4385,0.1,0,1,0
ecom|s50|r1|OVERLAP|w4|CELL,CELL,1,0.4385,1.0,1,1,1
ecom|s50|r1|NESTED|w1|WORKLOAD,WORKLOAD,1,0.4952,1.0,1,1,1
ecom|s50|r1|NESTED|w1|CAP_10PCT,CAP_10PCT,1,0.4952,0.1,0,1,0
ecom|s50|r1|NESTED|w1|CELL,CELL,1,0.4952,1.0,1,1,1
ecom|s50|r1|NESTED|w2|WORKLOAD,WORKLOAD,1,0.4952,1.0,1,1,1
ecom|s50|r1|NESTED|w2|CAP_10PCT,CAP_10PCT,1,0.4952,0.1,0,1,0
ecom|s50|r1|NESTED|w2|CELL,CELL,1,0.4952,1.0,1,1,1
ecom|s50|r1|NESTED|w4|WORKLOAD,WORKLOAD,1,0.4952,1.0,1,1,1
ecom|s50|r1|NESTED|w4|CAP_10PCT,CAP_10PCT,1,0.4952,0.1,0,1,0
ecom|s50|r1|NESTED|w4|CELL,CELL,1,0.4952,1.0,1,1,1
ecom|s50|r10|DISJOINT|w1|WORKLOAD,WORKLOAD,10,0.9991,1.0,1,1,1
ecom|s50|r10|DISJOINT|w1|CAP_10PCT,CAP_10PCT,10,0.9991,0.1,0,0,1
ecom|s50|r10|DISJOINT|w1|CELL,CELL,10,0.9991,0.1,0,0,1
ecom|s50|r10|DISJOINT|w2|WORKLOAD,WORKLOAD,10,0.9988,1.0,1,1,1
ecom|s50|r10|DISJOINT|w2|CAP_10PCT,CAP_10PCT,10,0.9988,0.1,0,0,1
ecom|s50|r10|DISJOINT|w2|CELL,CELL,10,0.9988,0.1,0,0,1
ecom|s50|r10|DISJOINT|w4|WORKLOAD,WORKLOAD,10,0.9989,1.0,1,1,1
ecom|s50|r10|DISJOINT|w4|CAP_10PCT,CAP_10PCT,10,0.9989,0.1,0,0,1
ecom|s50|r10|DISJOINT|w4|CELL,CELL,10,0.9989,0.1,0,0,1
ecom|s50|r10|OVERLAP|w1|WORKLOAD,WORKLOAD,10,0.9613,1.0,1,1,1
ecom|s50|r10|OVERLAP|w1|CAP_10PCT,CAP_10PCT,10,0.9613,0.1,0,0,1
ecom|s50|r10|OVERLAP|w1|CELL,CELL,10,0.9613,0.1,0,0,1
ecom|s50|r10|OVERLAP|w2|WORKLOAD,WORKLOAD,10,0.9563,1.0,1,1,1
ecom|s50|r10|OVERLAP|w2|CAP_10PCT,CAP_10PCT,10,0.9563,0.1,0,0,1
ecom|s50|r10|OVERLAP|w2|CELL,CELL,10,0.9563,0.1,0,0,1
ecom|s50|r10|OVERLAP|w4|WORKLOAD,WORKLOAD,10,0.9573,1.0,1,1,1
ecom|s50|r10|OVERLAP|w4|CAP_10PCT,CAP_10PCT,10,0.9573,0.1,0,0,1
ecom|s50|r10|OVERLAP|w4|CELL,CELL,10,0.9573,0.1,0,0,1
ecom|s50|r10|NESTED|w1|WORKLOAD,WORKLOAD,10,0.9073,1.0,1,1,1
ecom|s50|r10|NESTED|w1|CAP_10PCT,CAP_10PCT,10,0.9073,0.1,0,0,1
ecom|s50|r10|NESTED|w1|CELL,CELL,10,0.9073,0.1,0,0,1
ecom|s50|r10|NESTED|w2|WORKLOAD,WORKLOAD,10,0.9073,1.0,1,1,1
ecom|s50|r10|NESTED|w2|CAP_10PCT,CAP_10PCT,10,0.9073,0.1,0,0,1
ecom|s50|r10|NESTED|w2|CELL,CELL,10,0.9073,0.1,0,0,1
ecom|s50|r10|NESTED|w4|WORKLOAD,WORKLOAD,10,0.9073,1.0,1,1,1
ecom|s50|r10|NESTED|w4|CAP_10PCT,CAP_10PCT,10,0.9073,0.1,0,0,1
ecom|s50|r10|NESTED|w4|CELL,CELL,10,0.9073,0.1,0,0,1
ecom|s50|r50|DISJOINT|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s50|r50|DISJOINT|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s50|r50|DISJOINT|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s50|r50|DISJOINT|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s50|r50|DISJOINT|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s50|r50|DISJOINT|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s50|r50|DISJOINT|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s50|r50|DISJOINT|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s50|r50|DISJOINT|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s50|r50|OVERLAP|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s50|r50|OVERLAP|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s50|r50|OVERLAP|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s50|r50|OVERLAP|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s50|r50|OVERLAP|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s50|r50|OVERLAP|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s50|r50|OVERLAP|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s50|r50|OVERLAP|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s50|r50|OVERLAP|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s50|r50|NESTED|w1|WORKLOAD,WORKLOAD,50,0.9806,1.0,1,1,1
ecom|s50|r50|NESTED|w1|CAP_10PCT,CAP_10PCT,50,0.9806,0.1,0,0,1
ecom|s50|r50|NESTED|w1|CELL,CELL,50,0.9806,0.02,0,0,1
ecom|s50|r50|NESTED|w2|WORKLOAD,WORKLOAD,50,0.9806,1.0,1,1,1
ecom|s50|r50|NESTED|w2|CAP_10PCT,CAP_10PCT,50,0.9806,0.1,0,0,1
ecom|s50|r50|NESTED|w2|CELL,CELL,50,0.9806,0.02,0,0,1
ecom|s50|r50|NESTED|w4|WORKLOAD,WORKLOAD,50,0.9806,1.0,1,1,1
ecom|s50|r50|NESTED|w4|CAP_10PCT,CAP_10PCT,50,0.9806,0.1,0,0,1
ecom|s50|r50|NESTED|w4|CELL,CELL,50,0.9806,0.02,0,0,1
ecom|s50|r100|DISJOINT|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s50|r100|DISJOINT|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s50|r100|DISJOINT|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s50|r100|DISJOINT|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s50|r100|DISJOINT|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s50|r100|DISJOINT|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s50|r100|DISJOINT|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s50|r100|DISJOINT|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s50|r100|DISJOINT|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s50|r100|OVERLAP|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s50|r100|OVERLAP|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s50|r100|OVERLAP|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s50|r100|OVERLAP|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s50|r100|OVERLAP|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s50|r100|OVERLAP|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s50|r100|OVERLAP|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s50|r100|OVERLAP|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s50|r100|OVERLAP|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s50|r100|NESTED|w1|WORKLOAD,WORKLOAD,100,0.9909,1.0,1,1,1
ecom|s50|r100|NESTED|w1|CAP_10PCT,CAP_10PCT,100,0.9909,0.1,0,0,1
ecom|s50|r100|NESTED|w1|CELL,CELL,100,0.9909,0.01,0,0,1
ecom|s50|r100|NESTED|w2|WORKLOAD,WORKLOAD,100,0.9909,1.0,1,1,1
ecom|s50|r100|NESTED|w2|CAP_10PCT,CAP_10PCT,100,0.9909,0.1,0,0,1
ecom|s50|r100|NESTED|w2|CELL,CELL,100,0.9909,0.01,0,0,1
ecom|s50|r100|NESTED|w4|WORKLOAD,WORKLOAD,100,0.9909,1.0,1,1,1
ecom|s50|r100|NESTED|w4|CAP_10PCT,CAP_10PCT,100,0.9909,0.1,0,0,1
ecom|s50|r100|NESTED|w4|CELL,CELL,100,0.9909,0.01,0,0,1
ecom|s75|r1|DISJOINT|w1|WORKLOAD,WORKLOAD,1,0.7547,1.0,1,1,1
ecom|s75|r1|DISJOINT|w1|CAP_10PCT,CAP_10PCT,1,0.7547,0.1,0,1,0
ecom|s75|r1|DISJOINT|w1|CELL,CELL,1,0.7547,1.0,1,1,1
ecom|s75|r1|DISJOINT|w2|WORKLOAD,WORKLOAD,1,0.7537,1.0,1,1,1
ecom|s75|r1|DISJOINT|w2|CAP_10PCT,CAP_10PCT,1,0.7537,0.1,0,1,0
ecom|s75|r1|DISJOINT|w2|CELL,CELL,1,0.7537,1.0,1,1,1
ecom|s75|r1|DISJOINT|w4|WORKLOAD,WORKLOAD,1,0.7465,1.0,1,1,1
ecom|s75|r1|DISJOINT|w4|CAP_10PCT,CAP_10PCT,1,0.7465,0.1,0,1,0
ecom|s75|r1|DISJOINT|w4|CELL,CELL,1,0.7465,1.0,1,1,1
ecom|s75|r1|OVERLAP|w1|WORKLOAD,WORKLOAD,1,0.6112,1.0,1,1,1
ecom|s75|r1|OVERLAP|w1|CAP_10PCT,CAP_10PCT,1,0.6112,0.1,0,1,0
ecom|s75|r1|OVERLAP|w1|CELL,CELL,1,0.6112,1.0,1,1,1
ecom|s75|r1|OVERLAP|w2|WORKLOAD,WORKLOAD,1,0.6119,1.0,1,1,1
