cell,scope,reuse,union_share,cap_share,pred_C_beats_A,actual_C_beats_A,correct
ecom|s75|r1|OVERLAP|w2|CAP_10PCT,CAP_10PCT,1,0.6119,0.1,0,1,0
ecom|s75|r1|OVERLAP|w2|CELL,CELL,1,0.6119,1.0,1,1,1
ecom|s75|r1|OVERLAP|w4|WORKLOAD,WORKLOAD,1,0.6081,1.0,1,1,1
ecom|s75|r1|OVERLAP|w4|CAP_10PCT,CAP_10PCT,1,0.6081,0.1,0,1,0
ecom|s75|r1|OVERLAP|w4|CELL,CELL,1,0.6081,1.0,1,1,1
ecom|s75|r1|NESTED|w1|WORKLOAD,WORKLOAD,1,0.7473,1.0,1,1,1
ecom|s75|r1|NESTED|w1|CAP_10PCT,CAP_10PCT,1,0.7473,0.1,0,1,0
ecom|s75|r1|NESTED|w1|CELL,CELL,1,0.7473,1.0,1,1,1
ecom|s75|r1|NESTED|w2|WORKLOAD,WORKLOAD,1,0.7473,1.0,1,1,1
ecom|s75|r1|NESTED|w2|CAP_10PCT,CAP_10PCT,1,0.7473,0.1,0,1,0
ecom|s75|r1|NESTED|w2|CELL,CELL,1,0.7473,1.0,1,1,1
ecom|s75|r1|NESTED|w4|WORKLOAD,WORKLOAD,1,0.7473,1.0,1,1,1
ecom|s75|r1|NESTED|w4|CAP_10PCT,CAP_10PCT,1,0.7473,0.1,0,1,0
ecom|s75|r1|NESTED|w4|CELL,CELL,1,0.7473,1.0,1,1,1
ecom|s75|r10|DISJOINT|w1|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s75|r10|DISJOINT|w1|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s75|r10|DISJOINT|w1|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s75|r10|DISJOINT|w2|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s75|r10|DISJOINT|w2|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s75|r10|DISJOINT|w2|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s75|r10|DISJOINT|w4|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s75|r10|DISJOINT|w4|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s75|r10|DISJOINT|w4|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s75|r10|OVERLAP|w1|WORKLOAD,WORKLOAD,10,0.9944,1.0,1,1,1
ecom|s75|r10|OVERLAP|w1|CAP_10PCT,CAP_10PCT,10,0.9944,0.1,0,0,1
ecom|s75|r10|OVERLAP|w1|CELL,CELL,10,0.9944,0.1,0,0,1
ecom|s75|r10|OVERLAP|w2|WORKLOAD,WORKLOAD,10,0.9941,1.0,1,1,1
ecom|s75|r10|OVERLAP|w2|CAP_10PCT,CAP_10PCT,10,0.9941,0.1,0,0,1
ecom|s75|r10|OVERLAP|w2|CELL,CELL,10,0.9941,0.1,0,0,1
ecom|s75|r10|OVERLAP|w4|WORKLOAD,WORKLOAD,10,0.9945,1.0,1,1,1
ecom|s75|r10|OVERLAP|w4|CAP_10PCT,CAP_10PCT,10,0.9945,0.1,0,0,1
ecom|s75|r10|OVERLAP|w4|CELL,CELL,10,0.9945,0.1,0,0,1
ecom|s75|r10|NESTED|w1|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s75|r10|NESTED|w1|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s75|r10|NESTED|w1|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s75|r10|NESTED|w2|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s75|r10|NESTED|w2|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s75|r10|NESTED|w2|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s75|r10|NESTED|w4|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s75|r10|NESTED|w4|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s75|r10|NESTED|w4|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s75|r50|DISJOINT|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|DISJOINT|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|DISJOINT|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|DISJOINT|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|DISJOINT|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|DISJOINT|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|DISJOINT|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|DISJOINT|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|DISJOINT|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|OVERLAP|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|OVERLAP|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|OVERLAP|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|OVERLAP|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|OVERLAP|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|OVERLAP|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|OVERLAP|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|OVERLAP|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|OVERLAP|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|NESTED|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|NESTED|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|NESTED|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|NESTED|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|NESTED|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|NESTED|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r50|NESTED|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s75|r50|NESTED|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s75|r50|NESTED|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s75|r100|DISJOINT|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|DISJOINT|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|DISJOINT|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|DISJOINT|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|DISJOINT|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|DISJOINT|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|DISJOINT|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|DISJOINT|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|DISJOINT|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|OVERLAP|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|OVERLAP|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|OVERLAP|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|OVERLAP|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|OVERLAP|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|OVERLAP|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|OVERLAP|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|OVERLAP|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|OVERLAP|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|NESTED|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|NESTED|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|NESTED|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|NESTED|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|NESTED|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|NESTED|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s75|r100|NESTED|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s75|r100|NESTED|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s75|r100|NESTED|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r1|DISJOINT|w1|WORKLOAD,WORKLOAD,1,1.0,1.0,1,1,1
ecom|s100|r1|DISJOINT|w1|CAP_10PCT,CAP_10PCT,1,1.0,0.1,0,1,0
ecom|s100|r1|DISJOINT|w1|CELL,CELL,1,1.0,1.0,1,1,1
ecom|s100|r1|DISJOINT|w2|WORKLOAD,WORKLOAD,1,1.0,1.0,1,1,1
ecom|s100|r1|DISJOINT|w2|CAP_10PCT,CAP_10PCT,1,1.0,0.1,0,1,0
ecom|s100|r1|DISJOINT|w2|CELL,CELL,1,1.0,1.0,1,1,1
ecom|s100|r1|DISJOINT|w4|WORKLOAD,WORKLOAD,1,1.0,1.0,1,1,1
ecom|s100|r1|DISJOINT|w4|CAP_10PCT,CAP_10PCT,1,1.0,0.1,0,1,0
ecom|s100|r1|DISJOINT|w4|CELL,CELL,1,1.0,1.0,1,1,1
ecom|s100|r1|OVERLAP|w1|WORKLOAD,WORKLOAD,1,0.7409,1.0,1,1,1
ecom|s100|r1|OVERLAP|w1|CAP_10PCT,CAP_10PCT,1,0.7409,0.1,0,1,0
ecom|s100|r1|OVERLAP|w1|CELL,CELL,1,0.7409,1.0,1,1,1
ecom|s100|r1|OVERLAP|w2|WORKLOAD,WORKLOAD,1,0.7461,1.0,1,1,1
ecom|s100|r1|OVERLAP|w2|CAP_10PCT,CAP_10PCT,1,0.7461,0.1,0,1,0
ecom|s100|r1|OVERLAP|w2|CELL,CELL,1,0.7461,1.0,1,1,1
ecom|s100|r1|OVERLAP|w4|WORKLOAD,WORKLOAD,1,0.7407,1.0,1,1,1
ecom|s100|r1|OVERLAP|w4|CAP_10PCT,CAP_10PCT,1,0.7407,0.1,0,1,0
ecom|s100|r1|OVERLAP|w4|CELL,CELL,1,0.7407,1.0,1,1,1
ecom|s100|r1|NESTED|w1|WORKLOAD,WORKLOAD,1,1.0,1.0,1,1,1
ecom|s100|r1|NESTED|w1|CAP_10PCT,CAP_10PCT,1,1.0,0.1,0,1,0
ecom|s100|r1|NESTED|w1|CELL,CELL,1,1.0,1.0,1,1,1
ecom|s100|r1|NESTED|w2|WORKLOAD,WORKLOAD,1,1.0,1.0,1,1,1
ecom|s100|r1|NESTED|w2|CAP_10PCT,CAP_10PCT,1,1.0,0.1,0,1,0
ecom|s100|r1|NESTED|w2|CELL,CELL,1,1.0,1.0,1,1,1
ecom|s100|r1|NESTED|w4|WORKLOAD,WORKLOAD,1,1.0,1.0,1,1,1
ecom|s100|r1|NESTED|w4|CAP_10PCT,CAP_10PCT,1,1.0,0.1,0,1,0
ecom|s100|r1|NESTED|w4|CELL,CELL,1,1.0,1.0,1,1,1
ecom|s100|r10|DISJOINT|w1|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s100|r10|DISJOINT|w1|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s100|r10|DISJOINT|w1|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s100|r10|DISJOINT|w2|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s100|r10|DISJOINT|w2|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s100|r10|DISJOINT|w2|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s100|r10|DISJOINT|w4|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s100|r10|DISJOINT|w4|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s100|r10|DISJOINT|w4|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s100|r10|OVERLAP|w1|WORKLOAD,WORKLOAD,10,0.9995,1.0,1,1,1
ecom|s100|r10|OVERLAP|w1|CAP_10PCT,CAP_10PCT,10,0.9995,0.1,0,0,1
ecom|s100|r10|OVERLAP|w1|CELL,CELL,10,0.9995,0.1,0,0,1
ecom|s100|r10|OVERLAP|w2|WORKLOAD,WORKLOAD,10,0.9997,1.0,1,1,1
ecom|s100|r10|OVERLAP|w2|CAP_10PCT,CAP_10PCT,10,0.9997,0.1,0,0,1
ecom|s100|r10|OVERLAP|w2|CELL,CELL,10,0.9997,0.1,0,0,1
ecom|s100|r10|OVERLAP|w4|WORKLOAD,WORKLOAD,10,0.9997,1.0,1,1,1
ecom|s100|r10|OVERLAP|w4|CAP_10PCT,CAP_10PCT,10,0.9997,0.1,0,0,1
ecom|s100|r10|OVERLAP|w4|CELL,CELL,10,0.9997,0.1,0,0,1
ecom|s100|r10|NESTED|w1|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s100|r10|NESTED|w1|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s100|r10|NESTED|w1|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s100|r10|NESTED|w2|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s100|r10|NESTED|w2|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s100|r10|NESTED|w2|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s100|r10|NESTED|w4|WORKLOAD,WORKLOAD,10,1.0,1.0,1,1,1
ecom|s100|r10|NESTED|w4|CAP_10PCT,CAP_10PCT,10,1.0,0.1,0,0,1
ecom|s100|r10|NESTED|w4|CELL,CELL,10,1.0,0.1,0,0,1
ecom|s100|r50|DISJOINT|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|DISJOINT|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|DISJOINT|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|DISJOINT|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|DISJOINT|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|DISJOINT|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|DISJOINT|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|DISJOINT|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|DISJOINT|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|OVERLAP|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|OVERLAP|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|OVERLAP|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|OVERLAP|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|OVERLAP|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|OVERLAP|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|OVERLAP|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|OVERLAP|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|OVERLAP|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|NESTED|w1|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|NESTED|w1|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|NESTED|w1|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|NESTED|w2|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|NESTED|w2|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|NESTED|w2|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r50|NESTED|w4|WORKLOAD,WORKLOAD,50,1.0,1.0,1,1,1
ecom|s100|r50|NESTED|w4|CAP_10PCT,CAP_10PCT,50,1.0,0.1,0,0,1
ecom|s100|r50|NESTED|w4|CELL,CELL,50,1.0,0.02,0,0,1
ecom|s100|r100|DISJOINT|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|DISJOINT|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|DISJOINT|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|DISJOINT|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|DISJOINT|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|DISJOINT|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|DISJOINT|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|DISJOINT|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|DISJOINT|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|OVERLAP|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|OVERLAP|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|OVERLAP|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|OVERLAP|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|OVERLAP|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|OVERLAP|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|OVERLAP|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|OVERLAP|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|OVERLAP|w4|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|NESTED|w1|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|NESTED|w1|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|NESTED|w1|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|NESTED|w2|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|NESTED|w2|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|NESTED|w2|CELL,CELL,100,1.0,0.01,0,0,1
ecom|s100|r100|NESTED|w4|WORKLOAD,WORKLOAD,100,1.0,1.0,1,1,1
ecom|s100|r100|NESTED|w4|CAP_10PCT,CAP_10PCT,100,1.0,0.1,0,0,1
ecom|s100|r100|NESTED|w4|CELL,CELL,100,1.0,0.01,0,0,1
finproc|s1|r1|DISJOINT|w1|WORKLOAD,WORKLOAD,1,0.0115,1.0,1,1,1
finproc|s1|r1|DISJOINT|w1|CAP_10PCT,CAP_10PCT,1,0.0115,0.1,1,1,1
finproc|s1|r1|DISJOINT|w1|CELL,CELL,1,0.0115,1.0,1,1,1
finproc|s1|r1|DISJOINT|w2|WORKLOAD,WORKLOAD,1,0.0115,1.0,1,1,1
finproc|s1|r1|DISJOINT|w2|CAP_10PCT,CAP_10PCT,1,0.0115,0.1,1,1,1
finproc|s1|r1|DISJOINT|w2|CELL,CELL,1,0.0115,1.0,1,1,1
finproc|s1|r1|DISJOINT|w4|WORKLOAD,WORKLOAD,1,0.0106,1.0,1,1,1
finproc|s1|r1|DISJOINT|w4|CAP_10PCT,CAP_10PCT,1,0.0106,0.1,1,1,1
finproc|s1|r1|DISJOINT|w4|CELL,CELL,1,0.0106,1.0,1,1,1
finproc|s1|r1|OVERLAP|w1|WORKLOAD,WORKLOAD,1,0.0104,1.0,1,1,1
finproc|s1|r1|OVERLAP|w1|CAP_10PCT,CAP_10PCT,1,0.0104,0.1,1,1,1
finproc|s1|r1|OVERLAP|w1|CELL,CELL,1,0.0104,1.0,1,1,1
finproc|s1|r1|OVERLAP|w2|WORKLOAD,WORKLOAD,1,0.0093,1.0,1,1,1
finproc|s1|r1|OVERLAP|w2|CAP_10PCT,CAP_10PCT,1,0.0093,0.1,1,1,1
finproc|s1|r1|OVERLAP|w2|CELL,CELL,1,0.0093,1.0,1,1,1
finproc|s1|r1|OVERLAP|w4|WORKLOAD,WORKLOAD,1,0.0114,1.0,1,1,1
finproc|s1|r1|OVERLAP|w4|CAP_10PCT,CAP_10PCT,1,0.0114,0.1,1,1,1
finproc|s1|r1|OVERLAP|w4|CELL,CELL,1,0.0114,1.0,1,1,1
finproc|s1|r1|NESTED|w1|WORKLOAD,WORKLOAD,1,0.0097,1.0,1,1,1
finproc|s1|r1|NESTED|w1|CAP_10PCT,CAP_10PCT,1,0.0097,0.1,1,1,1
finproc|s1|r1|NESTED|w1|CELL,CELL,1,0.0097,1.0,1,1,1
finproc|s1|r1|NESTED|w2|WORKLOAD,WORKLOAD,1,0.0097,1.0,1,1,1
finproc|s1|r1|NESTED|w2|CAP_10PCT,CAP_10PCT,1,0.0097,0.1,1,1,1
finproc|s1|r1|NESTED|w2|CELL,CELL,1,0.0097,1.0,1,1,1
finproc|s1|r1|NESTED|w4|WORKLOAD,WORKLOAD,1,0.0097,1.0,1,1,1
finproc|s1|r1|NESTED|w4|CAP_10PCT,CAP_10PCT,1,0.0097,0.1,1,1,1
finproc|s1|r1|NESTED|w4|CELL,CELL,1,0.0097,1.0,1,1,1
finproc|s1|r10|DISJOINT|w1|WORKLOAD,WORKLOAD,10,0.1007,1.0,1,1,1
finproc|s1|r10|DISJOINT|w1|CAP_10PCT,CAP_10PCT,10,0.1007,0.1,0,1,0
finproc|s1|r10|DISJOINT|w1|CELL,CELL,10,0.1007,0.1,0,1,0
finproc|s1|r10|DISJOINT|w2|WORKLOAD,WORKLOAD,10,0.0925,1.0,1,1,1
finproc|s1|r10|DISJOINT|w2|CAP_10PCT,CAP_10PCT,10,0.0925,0.1,1,1,1
finproc|s1|r10|DISJOINT|w2|CELL,CELL,10,0.0925,0.1,1,1,1
finproc|s1|r10|DISJOINT|w4|WORKLOAD,WORKLOAD,10,0.0985,1.0,1,1,1
finproc|s1|r10|DISJOINT|w4|CAP_10PCT,CAP_10PCT,10,0.0985,0.1,1,1,1
finproc|s1|r10|DISJOINT|w4|CELL,CELL,10,0.0985,0.1,1,1,1
finproc|s1|r10|OVERLAP|w1|WORKLOAD,WORKLOAD,10,0.0531,1.0,1,1,1
finproc|s1|r10|OVERLAP|w1|CAP_10PCT,CAP_10PCT,10,0.0531,0.1,1,1,1
finproc|s1|r10|OVERLAP|w1|CELL,CELL,10,0.0531,0.1,1,1,1
finproc|s1|r10|OVERLAP|w2|WORKLOAD,WORKLOAD,10,0.0577,1.0,1,1,1
finproc|s1|r10|OVERLAP|w2|CAP_10PCT,CAP_10PCT,10,0.0577,0.1,1,1,1
finproc|s1|r10|OVERLAP|w2|CELL,CELL,10,0.0577,0.1,1,1,1
finproc|s1|r10|OVERLAP|w4|WORKLOAD,WORKLOAD,10,0.0548,1.0,1,1,1
finproc|s1|r10|OVERLAP|w4|CAP_10PCT,CAP_10PCT,10,0.0548,0.1,1,1,1
finproc|s1|r10|OVERLAP|w4|CELL,CELL,10,0.0548,0.1,1,1,1
finproc|s1|r10|NESTED|w1|WORKLOAD,WORKLOAD,10,0.0192,1.0,1,1,1
finproc|s1|r10|NESTED|w1|CAP_10PCT,CAP_10PCT,10,0.0192,0.1,1,1,1
finproc|s1|r10|NESTED|w1|CELL,CELL,10,0.0192,0.1,1,1,1
finproc|s1|r10|NESTED|w2|WORKLOAD,WORKLOAD,10,0.0192,1.0,1,1,1
finproc|s1|r10|NESTED|w2|CAP_10PCT,CAP_10PCT,10,0.0192,0.1,1,1,1
finproc|s1|r10|NESTED|w2|CELL,CELL,10,0.0192,0.1,1,1,1
finproc|s1|r10|NESTED|w4|WORKLOAD,WORKLOAD,10,0.0192,1.0,1,1,1
finproc|s1|r10|NESTED|w4|CAP_10PCT,CAP_10PCT,10,0.0192,0.1,1,1,1
finproc|s1|r10|NESTED|w4|CELL,CELL,10,0.0192,0.1,1,1,1
finproc|s1|r50|DISJOINT|w1|WORKLOAD,WORKLOAD,50,0.4018,1.0,1,1,1
finproc|s1|r50|DISJOINT|w1|CAP_10PCT,CAP_10PCT,50,0.4018,0.1,0,1,0
finproc|s1|r50|DISJOINT|w1|CELL,CELL,50,0.4018,0.02,0,1,0
finproc|s1|r50|DISJOINT|w2|WORKLOAD,WORKLOAD,50,0.3997,1.0,1,1,1
finproc|s1|r50|DISJOINT|w2|CAP_10PCT,CAP_10PCT,50,0.3997,0.1,0,1,0
finproc|s1|r50|DISJOINT|w2|CELL,CELL,50,0.3997,0.02,0,1,0
finproc|s1|r50|DISJOINT|w4|WORKLOAD,WORKLOAD,50,0.3959,1.0,1,1,1
finproc|s1|r50|DISJOINT|w4|CAP_10PCT,CAP_10PCT,50,0.3959,0.1,0,1,0
finproc|s1|r50|DISJOINT|w4|CELL,CELL,50,0.3959,0.02,0,1,0
finproc|s1|r50|OVERLAP|w1|WORKLOAD,WORKLOAD,50,0.2256,1.0,1,1,1
finproc|s1|r50|OVERLAP|w1|CAP_10PCT,CAP_10PCT,50,0.2256,0.1,0,1,0
finproc|s1|r50|OVERLAP|w1|CELL,CELL,50,0.2256,0.02,0,1,0
finproc|s1|r50|OVERLAP|w2|WORKLOAD,WORKLOAD,50,0.232,1.0,1,1,1
finproc|s1|r50|OVERLAP|w2|CAP_10PCT,CAP_10PCT,50,0.232,0.1,0,1,0
finproc|s1|r50|OVERLAP|w2|CELL,CELL,50,0.232,0.02,0,1,0
finproc|s1|r50|OVERLAP|w4|WORKLOAD,WORKLOAD,50,0.2296,1.0,1,1,1
finproc|s1|r50|OVERLAP|w4|CAP_10PCT,CAP_10PCT,50,0.2296,0.1,0,1,0
finproc|s1|r50|OVERLAP|w4|CELL,CELL,50,0.2296,0.02,0,1,0
finproc|s1|r50|NESTED|w1|WORKLOAD,WORKLOAD,50,0.0206,1.0,1,1,1
finproc|s1|r50|NESTED|w1|CAP_10PCT,CAP_10PCT,50,0.0206,0.1,1,1,1
finproc|s1|r50|NESTED|w1|CELL,CELL,50,0.0206,0.02,0,1,0
finproc|s1|r50|NESTED|w2|WORKLOAD,WORKLOAD,50,0.0206,1.0,1,1,1
finproc|s1|r50|NESTED|w2|CAP_10PCT,CAP_10PCT,50,0.0206,0.1,1,1,1
